MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
13001519,2013,Jan,5,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2304,4F,Code 1,-,"(30353413, 97690969)"
13001542,2013,Jan,5,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,-,"(30321916, 97679369)"
13026115,2013,Mar,20,Fire,ELEC - Electrical Fire,B4,AFD,00-2703,3F,Code 3,-,"(30244679, 97842803)"
13026152,2013,Mar,20,Fire,TRASH - Trash Fire,B3,AFD,00-2306,3F,Code 1,-,"(30364774, 97690154)"
13001574,2013,Jan,5,Fire,TRASH - Trash Fire,B5,AFD,00-0502,3F,Code 3,-,"(30284501, 97684392)"
13001587,2013,Jan,5,Fire,ELEC - Electrical Fire,B5,AFD,00-0604,3F,Code 3,-,"(30258304, 97750113)"
13001597,2013,Jan,5,Fire,TRASH - Trash Fire,B5,AFD,00-0604,3F,Code 3,-,"(30257242, 97753475)"
13001599,2013,Jan,5,Fire,TRASH - Trash Fire,B2,AFD,00-3301,3F,Code 3,-,"(30388155, 97759838)"
13001600,2013,Jan,5,Fire,TRASH - Trash Fire,B5,AFD,00-0603,3F,Code 3,-,"(30246278, 97769093)"
13001602,2013,Jan,5,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 1,-,"(30388990, 97694506)"
13001610,2013,Jan,5,Fire,TRASH - Trash Fire,B3,AFD,00-2301,3F,Code 3,-,"(30350775, 97675987)"
13001632,2013,Jan,6,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,-,"(30380795, 97690255)"
13026290,2013,Mar,20,Fire,GRASS - Small Grass Fire,B5,AFD,00-0501,3F,Code 3,-,"(30267421, 97686851)"
13026329,2013,Mar,20,Fire,GRASS - Small Grass Fire,B1,AFD,00-0401,3F,Code 3,-,"(30267707, 97758001)"
13001653,2013,Jan,6,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 3,-,"(30414289, 97715006)"
13001665,2013,Jan,6,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,-,"(30267478, 97744470)"
13026377,2013,Mar,21,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 3,-,"(30308799, 97683641)"
13026383,2013,Mar,21,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30270336, 97715123)"
13026812,2013,Mar,22,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,-,"(30190115, 97745896)"
13026880,2013,Mar,22,Fire,TRASH - Trash Fire,B1,AFD,00-0901,3F,Code 3,-,"(30308869, 97731789)"
13026918,2013,Mar,22,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,-,"(30218477, 97773280)"
13026938,2013,Mar,22,Fire,TRASH - Trash Fire,B1,AFD,00-0303,3F,Code 3,-,"(30301209, 97737002)"
13026944,2013,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-1102,3F,Code 3,-,"(30242040, 97776344)"
13026976,2013,Mar,23,Fire,TRASH - Trash Fire,B1,AFD,00-1601,3F,Code 3,-,"(30340245, 97719218)"
13001723,2013,Jan,6,Fire,AUTO - Auto Fire,B3,AFD,00-4004,2F,Code 3,-,"(30397168, 97672310)"
13001738,2013,Jan,6,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,-,"(30274400, 97758206)"
13001761,2013,Jan,6,Fire,GRASS - Small Grass Fire,B3,AFD,00-4002,2F,Code 3,-,"(30387004, 97648592)"
13001767,2013,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-2006,3F,Code 3,-,"(30192787, 97803094)"
13001816,2013,Jan,6,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0701,4F,Code 1,-,"(30261011, 97720581)"
13001817,2013,Jan,6,Fire,ELEC - Electrical Fire,B5,AFD,00-2402,3F,Code 3,-,"(30199017, 97747580)"
13001829,2013,Jan,6,Fire,ELEC - Electrical Fire,B5,AFD,00-2402,3F,Code 3,-,"(30199017, 97747580)"
13001849,2013,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 1,-,"(30255848, 97770125)"
13001857,2013,Jan,6,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,-,"(30423384, 97691120)"
13001915,2013,Jan,6,Fire,TRASH - Trash Fire,B3,AFD,00-0804,3F,Code 3,-,"(30353762, 97723885)"
13001976,2013,Jan,7,Fire,ELEC - Electrical Fire,B1,AFD,00-1903,3F,Code 3,-,"(30348735, 97754106)"
13027049,2013,Mar,23,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,-,"(30283476, 97673219)"
13027055,2013,Mar,23,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,-,"(30395669, 97696158)"
13027125,2013,Mar,23,Fire,GRASS - Small Grass Fire,B2,AFD,00-3104,3F,Code 3,-,"(30342366, 97783154)"
13027157,2013,Mar,23,Fire,AUTO - Auto Fire,B1,AFD,00-1604,2F,Code 3,-,"(30332724, 97720788)"
13027163,2013,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 1,-,"(30173142, 97830734)"
13027165,2013,Mar,23,Fire,ELEC - Electrical Fire,B4,AFD,00-2706,3F,Code 3,-,"(30225125, 97870035)"
13027172,2013,Mar,23,Fire,TRASH - Trash Fire,B3,AFD,00-4004,3F,Code 3,-,"(30380833, 97661259)"
13027177,2013,Mar,23,Fire,ELEC - Electrical Fire,B2,AFD,00-3906,3F,Code 3,-,"(30425160, 97843922)"
13027189,2013,Mar,23,Fire,GRASS - Small Grass Fire,B3,AFD,00-2608,3F,Code 3,-,"(30311984, 97650449)"
13027190,2013,Mar,23,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,-,"(30230773, 97721155)"
13027200,2013,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,-,"(30238586, 97874345)"
13027201,2013,Mar,23,Fire,TRASH - Trash Fire,B3,AFD,00-2301,3F,Code 1,-,"(30357376, 97674618)"
13027211,2013,Mar,23,Fire,TRASH - Trash Fire,B2,AFD,00-3303,3F,Code 1,-,"(30418673, 97768288)"
13027218,2013,Mar,23,Fire,BBQ - Unsafe Cooking,B5,AFD,00-3502,4F,Code 1,-,"(30221162, 97745248)"
13027223,2013,Mar,23,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 1,-,"(30282635, 97722753)"
13027235,2013,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-2004,3F,Code 1,-,"(30222313, 97804836)"
13027238,2013,Mar,23,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30276245, 97704310)"
13027242,2013,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 1,-,"(30215207, 97789460)"
13027252,2013,Mar,24,Fire,TRASH - Trash Fire,B1,AFD,00-1606,3F,Code 3,-,"(30349777, 97743346)"
13002047,2013,Jan,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-3601,2F,Code 3,-,"(30167070, 97786925)"
13002051,2013,Jan,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-1804,2F,Code 3,-,"(30321798, 97705735)"
13002058,2013,Jan,7,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 3,-,"(30202059, 97818570)"
13002065,2013,Jan,7,Fire,GRASS - Small Grass Fire,B1,AFD,00-1903,2F,Code 3,-,"(30347268, 97750619)"
13002080,2013,Jan,7,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,-,"(30192249, 97751187)"
13002133,2013,Jan,7,Fire,AUTO - Auto Fire,B1,AFD,00-0901,2F,Code 3,-,"(30304607, 97721239)"
13002153,2013,Jan,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-4105,2F,Code 3,-,"(30368530, 97613107)"
13027271,2013,Mar,24,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,-,"(30290252, 97732737)"
13027382,2013,Mar,24,Fire,BBQ - Unsafe Cooking,B1,AFD,00-0303,4F,Code 1,-,"(30294759, 97721096)"
13027386,2013,Mar,24,Fire,TRASH - Trash Fire,B1,AFD,00-0903,3F,Code 3,-,"(30319484, 97725949)"
13027439,2013,Mar,24,Fire,BRSHL - Brush Alarm / Light,B3,AFD,00-2608,2F,Code 3,-,"(30311984, 97650449)"
13027440,2013,Mar,24,Fire,BRSHL - Brush Alarm / Light,B1,AFD,00-1604,2F,Code 3,-,"(30334460, 97718327)"
13027450,2013,Mar,24,Fire,TRASH - Trash Fire,B1,AFD,00-0303,3F,Code 1,-,"(30294080, 97729819)"
13002189,2013,Jan,7,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,-,"(30218551, 97669003)"
13027459,2013,Mar,24,Fire,ELEC - Electrical Fire,B2,AFD,00-3304,3F,Code 3,-,"(30393334, 97749833)"
13002258,2013,Jan,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-1805,2F,Left Blank,-,"(30321597, 97687577)"
13027475,2013,Mar,24,Fire,TRASH - Trash Fire,B2,AFD,00-2101,3F,Code 3,-,"(30361209, 97745268)"
13027486,2013,Mar,24,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 3,-,"(30195304, 97750926)"
13027507,2013,Mar,24,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Code 3,-,"(30318502, 97702209)"
13027515,2013,Mar,24,Fire,GRASS - Small Grass Fire,B2,AFD,00-2104,3F,Code 3,-,"(30367932, 97741919)"
13027557,2013,Mar,25,Fire,DUMP - Dumpster Fire,B5,AFD,00-1504,3F,Code 3,-,"(30270336, 97715123)"
13027562,2013,Mar,25,Fire,DUMP - Dumpster Fire,B5,AFD,00-1504,3F,Code 3,-,"(30272936, 97710183)"
13027667,2013,Mar,25,Fire,GRASS - Small Grass Fire,B2,AFD,00-2501,3F,Code 3,-,"(30439328, 97754315)"
13002297,2013,Jan,8,Fire,ELEC - Electrical Fire,B5,AFD,00-0505,3F,Code 3,-,"(30288233, 97663231)"
13027750,2013,Mar,25,Fire,TRASH - Trash Fire,B3,AFD,00-2306,3F,Code 3,-,"(30362279, 97689365)"
13027775,2013,Mar,25,Fire,TRASH - Trash Fire,B3,AFD,00-1401,3F,Code 1,-,"(30298072, 97707141)"
13027790,2013,Mar,25,Fire,AUTO - Auto Fire,B3,AFD,00-2303,2F,Code 3,-,"(30337346, 97683222)"
13027814,2013,Mar,25,Fire,ELEC - Electrical Fire,B3,AFD,00-2805,3F,Code 3,-,"(30402428, 97728060)"
13027833,2013,Mar,25,Fire,TRASH - Trash Fire,B4,AFD,00-2004,3F,Code 3,-,"(30212948, 97808031)"
13027856,2013,Mar,25,Fire,TRASH - Trash Fire,B4,AFD,00-1706,3F,Code 3,-,"(30238614, 97769748)"
13027867,2013,Mar,26,Fire,GRASS - Small Grass Fire,B5,AFD,00-1504,3F,Code 3,-,"(30275075, 97711510)"
13027881,2013,Mar,26,Fire,BOXL- Structure Fire,B5,AFD,00-2202,1F,Code 3,-,"(30243476, 97719824)"
13002338,2013,Jan,8,Fire,AUTO - Auto Fire,B5,AFD,00-0501,2F,Code 3,-,"(30272027, 97691399)"
13002457,2013,Jan,8,Fire,AUTO - Auto Fire,B3,AFD,00-2607,2F,Code 3,-,"(30314445, 97663289)"
13002487,2013,Jan,8,Fire,AUTO - Auto Fire,B5,AFD,00-0702,2F,Code 3,-,"(30260319, 97718624)"
13002506,2013,Jan,8,Fire,AUTO - Auto Fire,B1,AFD,00-0301,2F,Code 3,-,"(30298134, 97748499)"
13002511,2013,Jan,8,Fire,TRASH - Trash Fire,B3,AFD,00-2607,3F,Code 3,-,"(30304990, 97664586)"
13002527,2013,Jan,8,Fire,ELEC - Electrical Fire,B5,AFD,00-2204,3F,Code 3,-,"(30228693, 97702907)"
13028103,2013,Mar,26,Fire,ELEC - Electrical Fire,B4,AFD,00-2703,3F,Code 3,-,"(30242299, 97821380)"
13028153,2013,Mar,26,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,-,"(30288086, 97746779)"
13028161,2013,Mar,26,Fire,TRASH - Trash Fire,B5,AFD,00-2204,3F,Code 3,-,"(30236206, 97696192)"
13028175,2013,Mar,26,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,-,"(30274360, 97715978)"
13028180,2013,Mar,26,Fire,DUMP - Dumpster Fire,B5,AFD,00-0701,3F,Code 3,-,"(30273030, 97713703)"
13002564,2013,Jan,8,Fire,AUTO - Auto Fire,B3,AFD,00-2301,2F,Code 3,-,"(30372877, 97666755)"
13002814,2013,Jan,9,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 1,-,"(30240129, 97731728)"
13002871,2013,Jan,9,Fire,ELEC - Electrical Fire,B2,AFD,00-4505,3F,Code 3,-,"(30499596, 97765242)"
13002937,2013,Jan,9,Fire,AUTO - Auto Fire,B2,AFD,00-3105,2F,Code 3,-,"(30345678, 97799759)"
13002973,2013,Jan,10,Fire,BOXL- Structure Fire,B5,AFD,00-3507,1F,Code 3,-,"(30204098, 97713653)"
13028188,2013,Mar,26,Fire,DUMP - Dumpster Fire,B5,AFD,00-0701,3F,Left Blank,-,"(30273030, 97713703)"
13028200,2013,Mar,27,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,-,"(30245492, 97881203)"
13028222,2013,Mar,27,Fire,ELEC - Electrical Fire,B1,AFD,00-0303,3F,Code 3,-,"(30297125, 97730783)"
13003007,2013,Jan,10,Fire,BOXL- Structure Fire,B3,AFD,00-1803,1F,Code 3,-,"(30320925, 97696921)"
13028279,2013,Mar,27,Fire,GRASS - Small Grass Fire,B3,AFD,00-3004,3F,Code 3,-,"(30380131, 97674390)"
13028292,2013,Mar,27,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,-,"(30377700, 97707148)"
13003024,2013,Jan,10,Fire,AUTO - Auto Fire,B5,AFD,00-3501,2F,Code 3,-,"(30215784, 97745686)"
13028326,2013,Mar,27,Fire,TRASH - Trash Fire,B5,AFD,00-0604,3F,Code 1,-,"(30257357, 97753765)"
13028400,2013,Mar,27,Fire,TRASH - Trash Fire,B3,AFD,00-0805,3F,Code 3,-,"(30366548, 97734910)"
13003090,2013,Jan,10,Fire,TRASH - Trash Fire,B2,AFD,00-2101,3F,Code 3,-,"(30358098, 97745502)"
13028433,2013,Mar,27,Fire,ELEC - Electrical Fire,B4,AFD,00-3207,3F,Code 3,-,"(30273064, 97803440)"
13028455,2013,Mar,27,Fire,BOXL- Structure Fire,B1,AFD,00-1901,1F,Other,-,"(30334729, 97758769)"
13028484,2013,Mar,27,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,-,"(30262592, 97767094)"
13028490,2013,Mar,27,Fire,TRASH - Trash Fire,B4,AFD,00-1706,3F,Code 3,-,"(30230822, 97762655)"
13028530,2013,Mar,28,Fire,AUTO - Auto Fire,B4,AFD,00-1709,2F,Code 3,-,"(30204511, 97759334)"
13003155,2013,Jan,10,Fire,DUMP - Dumpster Fire,B1,AFD,00-0401,3F,Code 3,-,"(30276897, 97751398)"
13028694,2013,Mar,28,Fire,ELEC - Electrical Fire,B5,AFD,00-4207,3F,Code 3,-,"(30202624, 97666966)"
13028697,2013,Mar,28,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,-,"(30266899, 97731507)"
13028740,2013,Mar,28,Fire,TRASH - Trash Fire,B4,AFD,00-2705,3F,Left Blank,-,"(30217246, 97861772)"
13003205,2013,Jan,10,Fire,TRASH - Trash Fire,B3,AFD,00-2607,3F,Code 3,-,"(30314445, 97663289)"
13028791,2013,Mar,28,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,-,"(30233456, 97692850)"
13028811,2013,Mar,28,Fire,ELEC - Electrical Fire,B1,AFD,00-1602,3F,Code 3,-,"(30336554, 97702218)"
13003241,2013,Jan,10,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Left Blank,-,"(30112445, 97807770)"
13003282,2013,Jan,10,Fire,DUMP - Dumpster Fire,B5,AFD,00-1503,3F,Code 3,-,"(30251906, 97704917)"
13003301,2013,Jan,10,Fire,ELEC - Electrical Fire,B2,AFD,00-3906,3F,Code 1,-,"(30425160, 97843922)"
13028934,2013,Mar,29,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 3,-,"(30202319, 97779146)"
13003473,2013,Jan,11,Fire,GRASS - Small Grass Fire,B2,AFD,00-0040,2F,Code 3,-,"(30349972, 97796767)"
13029067,2013,Mar,29,Fire,ELEC - Electrical Fire,B1,AFD,00-1903,3F,Code 3,-,"(30353736, 97767032)"
13003553,2013,Jan,11,Fire,ELEC - Electrical Fire,B3,AFD,00-4005,3F,Code 1,-,"(30441269, 97664850)"
13003573,2013,Jan,11,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,-,"(30233850, 97741652)"
13029183,2013,Mar,30,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30262577, 97722112)"
13029204,2013,Mar,30,Fire,BOXL- Structure Fire,B2,AFD,00-3902,1F,Code 3,-,"(30394360, 97833692)"
13029262,2013,Mar,30,Fire,DUMP - Dumpster Fire,B4,AFD,00-1702,3F,Code 3,-,"(30215166, 97768769)"
13029375,2013,Mar,30,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2304,4F,Code 1,-,"(30348460, 97686319)"
13029378,2013,Mar,30,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3107,4F,Code 1,-,"(30328088, 97838069)"
13029386,2013,Mar,30,Fire,DUMP - Dumpster Fire,B3,AFD,00-0801,3F,Code 3,-,"(30369805, 97716986)"
13029391,2013,Mar,30,Fire,GRASS - Small Grass Fire,B2,AFD,00-2501,3F,Code 3,-,"(30426761, 97755225)"
13029407,2013,Mar,30,Fire,BBQ - Unsafe Cooking,B4,AFD,00-3606,4F,Code 1,-,"(30197108, 97787848)"
13029424,2013,Mar,30,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 1,-,"(30183876, 97792672)"
13029441,2013,Mar,30,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0801,4F,Code 1,-,"(30375791, 97711007)"
13029447,2013,Mar,30,Fire,ELEC - Electrical Fire,B5,AFD,00-0502,3F,Code 3,-,"(30278688, 97689607)"
13029497,2013,Mar,31,Fire,ELEC - Electrical Fire,B4,AFD,00-3606,3F,Code 3,-,"(30192710, 97792110)"
13029499,2013,Mar,31,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(30298150, 97687038)"
13029590,2013,Mar,31,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2903,4F,Code 1,-,"(30186897, 97840565)"
13029647,2013,Mar,31,Fire,DUMP - Dumpster Fire,B3,AFD,00-2304,3F,Code 3,-,"(30349354, 97688727)"
13029726,2013,Mar,31,Fire,BBQ - Unsafe Cooking,B5,AFD,00-3502,4F,Code 1,-,"(30224559, 97742251)"
13029773,2013,Apr,1,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(30310878, 97694456)"
13029895,2013,Apr,1,Fire,AUTO - Auto Fire,B3,AFD,00-2805,2F,Code 3,-,"(30399868, 97723952)"
13029936,2013,Apr,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-1502,3F,Code 3,-,"(30227699, 97682326)"
13029944,2013,Apr,1,Fire,AUTO - Auto Fire,B3,AFD,00-1407,2F,Code 3,-,"(30316951, 97713679)"
13029975,2013,Apr,1,Fire,GRASS - Small Grass Fire,B2,AFD,00-4403,3F,Code 3,-,"(30438902, 97755678)"
13030012,2013,Apr,1,Fire,GRASS - Small Grass Fire,B1,AFD,00-0301,3F,Code 3,-,"(30298134, 97748499)"
13030015,2013,Apr,1,Fire,GRASS - Small Grass Fire,B1,AFD,00-0302,3F,Code 3,-,"(30299059, 97746960)"
13003927,2013,Jan,12,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,-,"(30387427, 97687123)"
13003930,2013,Jan,12,Fire,TRASH - Trash Fire,B4,AFD,00-2905,3F,Left Blank,-,"(30155923, 97858532)"
13004000,2013,Jan,12,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30262913, 97719569)"
13004108,2013,Jan,13,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,-,"(30375879, 97710950)"
13004124,2013,Jan,13,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2403,4F,Left Blank,-,"(30192780, 97765310)"
13004140,2013,Jan,13,Fire,ELEC - Electrical Fire,B3,AFD,00-3003,3F,Code 3,-,"(30386302, 97674622)"
13004146,2013,Jan,13,Fire,ELEC - Electrical Fire,B4,AFD,00-2005,3F,Code 3,-,"(30201722, 97788901)"
13004149,2013,Jan,13,Fire,AUTO - Auto Fire,B3,AFD,00-1804,2F,Code 3,-,"(30336453, 97701239)"
13004185,2013,Jan,13,Fire,ELEC - Electrical Fire,B5,AFD,00-0502,3F,Code 3,-,"(30278447, 97690808)"
13004223,2013,Jan,13,Fire,BOXL- Structure Fire,B3,AFD,00-1403,1F,Code 3,-,"(30282462, 97715138)"
13004231,2013,Jan,13,Fire,ELEC - Electrical Fire,B2,AFD,00-3809,3F,Left Blank,-,"(30447016, 97779566)"
13030088,2013,Apr,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-0604,3F,Code 3,-,"(30257447, 97753946)"
13030155,2013,Apr,2,Fire,ELEC - Electrical Fire,B4,AFD,00-1705,3F,Code 1,-,"(30235625, 97790079)"
13004250,2013,Jan,13,Fire,AUTO - Auto Fire,B3,AFD,00-2806,2F,Code 3,-,"(30424212, 97712375)"
13004267,2013,Jan,13,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,-,"(30283964, 97749493)"
13004338,2013,Jan,14,Fire,AUTO - Auto Fire,B3,AFD,00-0805,2F,Code 3,-,"(30375035, 97731482)"
13004347,2013,Jan,14,Fire,BOXL- Structure Fire,B4,AFD,00-1705,1F,Code 3,-,"(30230858, 97785149)"
13004365,2013,Jan,14,Fire,ELEC - Electrical Fire,B1,AFD,00-1603,3F,Code 3,-,"(30330240, 97715644)"
13004453,2013,Jan,14,Fire,ELEC - Electrical Fire,B3,AFD,00-2608,3F,Code 3,-,"(30312288, 97653325)"
13030310,2013,Apr,2,Fire,GRASS - Small Grass Fire,B1,AFD,00-1905,3F,Code 3,-,"(30329773, 97759613)"
13030333,2013,Apr,2,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30280149, 97706588)"
13030365,2013,Apr,2,Fire,ELEC - Electrical Fire,B2,AFD,00-3907,3F,Code 3,-,"(30433966, 97818674)"
13030512,2013,Apr,2,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 3,-,"(30189218, 97821999)"
13004519,2013,Jan,14,Fire,ELEC - Electrical Fire,B4,AFD,00-2901,3F,Code 3,-,"(30189385, 97856813)"
13030620,2013,Apr,3,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,-,"(30270457, 97682142)"
13004593,2013,Jan,15,Fire,TRASH - Trash Fire,B5,AFD,00-2203,3F,Code 3,-,"(30234103, 97722846)"
13030821,2013,Apr,3,Fire,AUTO - Auto Fire,B4,AFD,00-3701,2F,Code 3,-,"(30234061, 97864779)"
13030874,2013,Apr,3,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,-,"(30228587, 97732438)"
13004921,2013,Jan,16,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,-,"(30308941, 97677133)"
13004936,2013,Jan,16,Fire,BOXL- Structure Fire,B4,AFD,00-3607,1F,Code 3,-,"(30181168, 97776950)"
13030979,2013,Apr,4,Fire,ELEC - Electrical Fire,B2,AFD,00-2504,3F,Code 3,-,"(30413620, 97747640)"
13005120,2013,Jan,16,Fire,BOXL- Structure Fire,B3,AFD,00-1403,1F,Code 3,-,"(30282801, 97705539)"
13030986,2013,Apr,4,Fire,ELEC - Electrical Fire,B4,AFD,00-3605,3F,Code 3,-,"(30180641, 97814430)"
13005152,2013,Jan,16,Fire,AUTO - Auto Fire,B3,AFD,00-2607,2F,Code 3,-,"(30303609, 97660993)"
13005261,2013,Jan,16,Fire,TRASH - Trash Fire,B4,AFD,00-1706,3F,Code 3,-,"(30231182, 97759266)"
13005276,2013,Jan,16,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,-,"(30234074, 97728207)"
13031136,2013,Apr,4,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,-,"(30398268, 97745988)"
13005322,2013,Jan,17,Fire,BOXL- Structure Fire,B4,AFD,00-2004,1F,Code 3,-,"(30223332, 97803696)"
13005328,2013,Jan,17,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,-,"(30277177, 97661163)"
13031223,2013,Apr,4,Fire,TRASH - Trash Fire,B3,AFD,00-2608,3F,Code 3,-,"(30301628, 97651099)"
13031237,2013,Apr,4,Fire,DUMP - Dumpster Fire,B3,AFD,00-3005,3F,Code 3,-,"(30376023, 97689685)"
13005330,2013,Jan,17,Fire,AUTO - Auto Fire,B2,AFD,00-3101,2F,Code 3,-,"(30355528, 97793500)"
13031292,2013,Apr,4,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,-,"(30268966, 97742472)"
13005394,2013,Jan,17,Fire,ELEC - Electrical Fire,B4,AFD,00-3701,3F,Code 3,-,"(30253072, 97872064)"
13005406,2013,Jan,17,Fire,GRASS - Small Grass Fire,B4,AFD,00-2701,2F,Code 3,-,"(30217289, 97840044)"
13005407,2013,Jan,17,Fire,GRASS - Small Grass Fire,B4,AFD,00-2901,2F,Code 3,-,"(30209311, 97859785)"
13031376,2013,Apr,5,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,-,"(30134681, 97637637)"
13031397,2013,Apr,5,Fire,AUTO - Auto Fire,B1,AFD,00-1903,2F,Code 3,-,"(30347268, 97750619)"
13031401,2013,Apr,5,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,-,"(30261694, 97722512)"
13031418,2013,Apr,5,Fire,AUTO - Auto Fire,B3,AFD,00-3005,2F,Code 3,-,"(30373403, 97678584)"
13031536,2013,Apr,5,Fire,ELEC - Electrical Fire,B5,AFD,00-4205,3F,Code 3,-,"(30202331, 97668443)"
13031545,2013,Apr,5,Fire,AUTO - Auto Fire,B4,AFD,00-2703,2F,Code 3,-,"(30236458, 97845725)"
13031567,2013,Apr,5,Fire,TRASH - Trash Fire,B3,AFD,00-2803,3F,Code 3,-,"(30412153, 97696590)"
13005517,2013,Jan,17,Fire,GRASS - Small Grass Fire,B4,AFD,00-2903,2F,Code 3,-,"(30176428, 97831890)"
13005530,2013,Jan,17,Fire,TRASH - Trash Fire,B1,AFD,00-1903,3F,Code 3,-,"(30341931, 97760788)"
13005540,2013,Jan,17,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,-,"(30247066, 97888439)"
13005541,2013,Jan,17,Fire,AUTO - Auto Fire,B4,AFD,00-1708,2F,Code 3,-,"(30218205, 97766878)"
13031687,2013,Apr,5,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2403,4F,Code 1,-,"(30180293, 97759656)"
13005577,2013,Jan,17,Fire,ELEC - Electrical Fire,B3,AFD,00-0803,3F,Code 3,-,"(30364319, 97714591)"
