MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
15021390,2015,Mar,5,Fire,DUMP - Dumpster Fire,B4,AFD,00-3204,3F,Code 3,8,"(30256025, 97797439)"
15021399,2015,Mar,5,Fire,ELEC - Electrical Fire,B2,AFD,00-2101,3F,Code 1,10,"(30367695, 97757810)"
15021419,2015,Mar,5,Fire,ELEC - Electrical Fire,B2,AFD,00-1903,3F,Code 3,10,"(30348294, 97754086)"
15021441,2015,Mar,5,Fire,ELEC - Electrical Fire,B2,AFD,00-4505,3F,Code 3,6,"(30503559, 97766354)"
15021467,2015,Mar,5,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,1,"(30278317, 97704342)"
15034776,2015,Apr,11,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,2,"(30129992, 97640743)"
15021515,2015,Mar,5,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,1,"(30273156, 97700398)"
15021524,2015,Mar,5,Fire,TRASH - Trash Fire,B3,AFD,00-3004,3F,Code 3,1,"(30375137, 97667135)"
15021550,2015,Mar,5,Fire,TRASH - Trash Fire,B2,AFD,00-4403,3F,Code 1,6,"(30438202, 97768749)"
15034822,2015,Apr,11,Fire,TRASH - Trash Fire,B1,AFD,00-1003,3F,Code 3,10,"(30285148, 97774538)"
15034851,2015,Apr,11,Fire,GRASS - Small Grass Fire,B3,AFD,00-2601,3F,Code 3,1,"(30290024, 97628747)"
15021595,2015,Mar,5,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,4,"(30378826, 97694995)"
15034944,2015,Apr,11,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,3,"(30260430, 97725146)"
15021602,2015,Mar,5,Fire,ELEC - Electrical Fire,B5,AFD,00-0701,3F,Code 3,1,"(30273030, 97713703)"
15034994,2015,Apr,11,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0801,4F,Code 1,4,"(30375791, 97711007)"
15021690,2015,Mar,6,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 3,5,"(30188973, 97818642)"
15035004,2015,Apr,11,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30267700, 97737918)"
15021795,2015,Mar,6,Fire,ELEC - Electrical Fire,B5,AFD,00-0501,3F,Code 3,1,"(30285649, 97678978)"
15035079,2015,Apr,11,Fire,AUTO - Auto Fire,B5,AFD,00-0603,2F,Code 3,9,"(30246564, 97756339)"
15035121,2015,Apr,12,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,1,"(30270191, 97732898)"
15021903,2015,Mar,6,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 1,2,"(30197754, 97734144)"
15021915,2015,Mar,6,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 1,5,"(30175017, 97812874)"
15021925,2015,Mar,6,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9,"(30269905, 97742114)"
15021947,2015,Mar,6,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1101,4F,Code 1,5,"(30263970, 97764024)"
15035277,2015,Apr,12,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,3,"(30235454, 97724774)"
15022084,2015,Mar,7,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,-,"(30136294, 97643301)"
15022181,2015,Mar,7,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30264940, 97738939)"
15022264,2015,Mar,7,Fire,TRASH - Trash Fire,B3,AFD,00-3003,3F,Code 1,7,"(30384028, 97681451)"
15022270,2015,Mar,7,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Code 3,4,"(30310461, 97705993)"
15022324,2015,Mar,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-3602,3F,Left Blank,5,"(30137873, 97796756)"
15035460,2015,Apr,13,Fire,ELEC - Electrical Fire,B3,AFD,00-0801,3F,Code 3,4,"(30370667, 97716433)"
15035476,2015,Apr,13,Fire,AUTO - Auto Fire,B5,AFD,00-4202,2F,Code 3,2,"(30202364, 97637544)"
15022397,2015,Mar,8,Fire,AUTO - Auto Fire,B4,AFD,00-2005,2F,Code 3,2,"(30198909, 97786679)"
15022409,2015,Mar,8,Fire,DUMP - Dumpster Fire,B1,AFD,00-0201,3F,Code 3,9,"(30285263, 97744947)"
15022459,2015,Mar,8,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,2,"(30136294, 97643301)"
15022562,2015,Mar,8,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9,"(30270236, 97750405)"
15035589,2015,Apr,13,Fire,GRASS - Small Grass Fire,B3,AFD,00-2301,3F,Code 3,4,"(30365336, 97683165)"
15035590,2015,Apr,13,Fire,GRASS - Small Grass Fire,B3,AFD,00-2801,3F,Code 3,7,"(30424463, 97671895)"
15022722,2015,Mar,9,Fire,ELEC - Electrical Fire,B5,AFD,00-3502,3F,Code 3,3,"(30222316, 97742147)"
15022729,2015,Mar,9,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30270560, 97755282)"
15022734,2015,Mar,9,Fire,ELEC - Electrical Fire,B3,AFD,00-2606,3F,Code 3,1,"(30288235, 97647295)"
15022806,2015,Mar,9,Fire,AUTO - Auto Fire,B1,AFD,00-0303,2F,Left Blank,9,"(30289299, 97723456)"
15022831,2015,Mar,9,Fire,AUTO - Auto Fire,B4,AFD,00-1101,2F,Code 3,5,"(30248413, 97769947)"
15022908,2015,Mar,9,Fire,AUTO - Auto Fire,B2,AFD,00-4404,2F,Code 3,6,"(30446419, 97743895)"
15022960,2015,Mar,9,Fire,ELEC - Electrical Fire,B2,AFD,00-3303,3F,Left Blank,10,"(30405733, 97759413)"
15022994,2015,Mar,9,Fire,ELEC - Electrical Fire,B1,AFD,00-0301,3F,Code 3,9,"(30293083, 97745200)"
15023035,2015,Mar,9,Fire,AUTO - Auto Fire,B4,AFD,00-1101,2F,Code 3,5,"(30255621, 97760586)"
15023060,2015,Mar,9,Fire,ELEC - Electrical Fire,B5,AFD,00-0701,3F,Code 3,3,"(30256865, 97726926)"
15023071,2015,Mar,9,Fire,TRASH - Trash Fire,B4,AFD,00-1102,3F,Code 3,5,"(30247130, 97773072)"
15035687,2015,Apr,13,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,7,"(30417274, 97672790)"
15023151,2015,Mar,10,Fire,TRASH - Trash Fire,B4,AFD,00-3611,3F,Code 3,2,"(30172374, 97782161)"
15035809,2015,Apr,14,Fire,AUTO - Auto Fire,B5,AFD,00-0504,2F,Code 3,1,"(30292318, 97663638)"
15023309,2015,Mar,10,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 3,3,"(30207074, 97778835)"
15023315,2015,Mar,10,Fire,AUTO - Auto Fire,B3,AFD,00-1804,2F,Code 3,4,"(30327634, 97699877)"
15035921,2015,Apr,14,Fire,AUTO - Auto Fire,B3,AFD,00-1401,2F,Code 3,9,"(30302289, 97699861)"
15036037,2015,Apr,14,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 1,3,"(30213699, 97769704)"
15036047,2015,Apr,14,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 3,3,"(30213699, 97769704)"
15023384,2015,Mar,10,Fire,TRASH - Trash Fire,B4,AFD,00-3601,3F,Code 3,2,"(30168442, 97793107)"
15036057,2015,Apr,14,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,3,"(30231656, 97736004)"
15036093,2015,Apr,14,Fire,AUTO - Auto Fire,B5,AFD,00-3503,2F,Code 3,3,"(30215055, 97710298)"
15023502,2015,Mar,11,Fire,AUTO - Auto Fire,B5,AFD,00-0502,2F,Code 3,3,"(30265610, 97695509)"
15036215,2015,Apr,15,Fire,GRASS - Small Grass Fire,B5,AFD,00-0504,3F,Code 3,1,"(30286541, 97665757)"
15036245,2015,Apr,15,Fire,GRASS - Small Grass Fire,B1,AFD,00-1205,3F,Code 3,9,"(30317787, 97731462)"
15023592,2015,Mar,11,Fire,AUTO - Auto Fire,B2,AFD,00-2502,2F,Code 3,10,"(30402779, 97747172)"
15023598,2015,Mar,11,Fire,AUTO - Auto Fire,B3,AFD,00-4006,2F,Left Blank,7,"(30438674, 97669628)"
15023662,2015,Mar,11,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 1,2,"(30181703, 97764425)"
15023672,2015,Mar,11,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 3,3,"(30226272, 97728512)"
15023683,2015,Mar,11,Fire,TRASH - Trash Fire,B4,AFD,00-2703,3F,Code 3,8,"(30251073, 97844190)"
15023714,2015,Mar,11,Fire,AUTO - Auto Fire,B4,AFD,00-1705,2F,Code 3,5,"(30227985, 97781272)"
15023737,2015,Mar,11,Fire,AUTO - Auto Fire,B3,AFD,00-1403,2F,Code 3,9,"(30289573, 97722715)"
15023776,2015,Mar,12,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 1,3,"(30260583, 97735953)"
15023779,2015,Mar,12,Fire,TRASH - Trash Fire,B5,AFD,00-2401,3F,Code 3,2,"(30195080, 97758204)"
15023875,2015,Mar,12,Fire,DUMP - Dumpster Fire,B5,AFD,00-3505,3F,Code 3,2,"(30177180, 97668329)"
15036327,2015,Apr,15,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,3,"(30231237, 97725365)"
15036342,2015,Apr,15,Fire,DUMP - Dumpster Fire,B1,AFD,00-1206,3F,Code 3,9,"(30312098, 97738540)"
15023906,2015,Mar,12,Fire,DUMP - Dumpster Fire,B4,AFD,00-1703,3F,Code 3,5,"(30228334, 97785829)"
15023950,2015,Mar,12,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30368521, 97703939)"
15023985,2015,Mar,12,Fire,AUTO - Auto Fire,B3,AFD,00-2301,2F,Code 3,4,"(30355496, 97681986)"
15024003,2015,Mar,12,Fire,AUTO - Auto Fire,B3,AFD,00-2806,2F,Code 3,7,"(30425505, 97715230)"
15024040,2015,Mar,12,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,3,"(30256667, 97729407)"
15024076,2015,Mar,12,Fire,ELEC - Electrical Fire,B4,AFD,00-1712,3F,Code 3,5,"(30227315, 97803247)"
15036430,2015,Apr,15,Fire,TRASH - Trash Fire,B4,AFD,00-3606,3F,Code 3,2,"(30188250, 97784891)"
15024167,2015,Mar,13,Fire,AUTO - Auto Fire,B5,AFD,00-2401,2F,Code 3,2,"(30192646, 97742229)"
15024202,2015,Mar,13,Fire,ELEC - Electrical Fire,B1,AFD,00-0101,3F,Code 1,3,"(30260995, 97735784)"
15024241,2015,Mar,13,Fire,ELEC - Electrical Fire,B5,AFD,00-0603,3F,Code 3,9,"(30240899, 97756891)"
15036498,2015,Apr,16,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,1,"(30321916, 97679369)"
15036592,2015,Apr,16,Fire,ELEC - Electrical Fire,B1,AFD,00-0902,3F,Code 3,9,"(30311475, 97717051)"
15036619,2015,Apr,16,Fire,GRASS - Small Grass Fire,B2,AFD,00-1903,3F,Code 3,10,"(30353183, 97752867)"
15036676,2015,Apr,16,Fire,AUTO - Auto Fire,B5,AFD,00-0702,2F,Code 3,3,"(30252988, 97712781)"
15036766,2015,Apr,16,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9,"(30269311, 97750954)"
15024348,2015,Mar,13,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9,"(30266756, 97741837)"
15024363,2015,Mar,13,Fire,AUTO - Auto Fire,B3,AFD,00-4005,2F,Left Blank,7,"(30440825, 97668141)"
15024433,2015,Mar,13,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2901,4F,Code 1,5,"(30197114, 97841132)"
15024458,2015,Mar,13,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Left Blank,5,"(30175901, 97812107)"
15024482,2015,Mar,13,Fire,ELEC - Electrical Fire,B3,AFD,00-3002,3F,Code 3,4,"(30392342, 97708282)"
15024545,2015,Mar,14,Fire,ELEC - Electrical Fire,B2,AFD,00-1606,3F,Code 3,7,"(30343585, 97738398)"
15024699,2015,Mar,14,Fire,AUTO - Auto Fire,B3,AFD,00-2304,2F,Code 3,4,"(30338413, 97692509)"
15024777,2015,Mar,14,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30270292, 97754594)"
15036848,2015,Apr,17,Fire,AUTO - Auto Fire,B4,AFD,00-3701,2F,Code 3,8,"(30234061, 97864779)"
15036894,2015,Apr,17,Fire,AUTO - Auto Fire,B5,AFD,00-0501,2F,Code 3,1,"(30276050, 97667914)"
15036936,2015,Apr,17,Fire,AUTO - Auto Fire,B2,AFD,00-1602,2F,Code 3,4,"(30338729, 97701139)"
15036946,2015,Apr,17,Fire,GRASS - Small Grass Fire,B3,AFD,00-2601,3F,Code 3,1,"(30291240, 97627952)"
15036950,2015,Apr,17,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1401,4F,Code 3,9,"(30290203, 97698772)"
15024813,2015,Mar,14,Fire,ELEC - Electrical Fire,B3,AFD,00-0803,3F,Code 3,4,"(30364319, 97714591)"
15024842,2015,Mar,14,Fire,TRASH - Trash Fire,B4,AFD,00-2902,3F,Code 3,8,"(30205044, 97831032)"
15024897,2015,Mar,14,Fire,TRASH - Trash Fire,B3,AFD,00-1404,3F,Code 3,9,"(30300788, 97713373)"
15024906,2015,Mar,14,Fire,ELEC - Electrical Fire,B4,AFD,00-1708,3F,Code 3,3,"(30211210, 97755148)"
15024952,2015,Mar,15,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,5,"(30167708, 97817712)"
15025138,2015,Mar,15,Fire,TRASH - Trash Fire,B4,AFD,00-3703,3F,Code 3,8,"(30239159, 97892936)"
15025208,2015,Mar,15,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,5,"(30261972, 97763905)"
15025230,2015,Mar,15,Fire,TRASH - Trash Fire,B2,AFD,00-1604,3F,Code 3,4,"(30332697, 97717469)"
15025238,2015,Mar,15,Fire,ELEC - Electrical Fire,B4,AFD,00-1705,3F,Code 3,5,"(30233670, 97777776)"
15025311,2015,Mar,16,Fire,AUTO - Auto Fire,B3,AFD,00-1407,2F,Code 3,4,"(30316414, 97707974)"
15025321,2015,Mar,16,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Code 3,5,"(30128754, 97800968)"
15025466,2015,Mar,16,Fire,GRASS - Small Grass Fire,B5,AFD,00-2202,3F,Code 3,3,"(30234318, 97728051)"
15025503,2015,Mar,16,Fire,TRASH - Trash Fire,B4,AFD,00-2706,3F,Code 1,8,"(30206806, 97886069)"
15025524,2015,Mar,16,Fire,TRASH - Trash Fire,B5,AFD,00-1501,3F,Code 1,3,"(30259850, 97681758)"
15025526,2015,Mar,16,Fire,TRASH - Trash Fire,B4,AFD,00-1706,3F,Code 3,3,"(30226934, 97769207)"
15025534,2015,Mar,16,Fire,GRASS - Small Grass Fire,B2,AFD,00-3404,3F,Code 3,6,"(30490612, 97790683)"
15025541,2015,Mar,16,Fire,TRASH - Trash Fire,B3,AFD,00-4003,3F,Code 3,1,"(30359451, 97639778)"
15025650,2015,Mar,17,Fire,ELEC - Electrical Fire,B3,AFD,00-2801,3F,Code 3,7,"(30414316, 97673757)"
15025732,2015,Mar,17,Fire,ELEC - Electrical Fire,B2,AFD,00-1602,3F,Code 3,4,"(30334279, 97707210)"
15025775,2015,Mar,17,Fire,AUTO - Auto Fire,B5,AFD,00-0501,2F,Code 3,3,"(30266993, 97690963)"
15025888,2015,Mar,17,Fire,AUTO - Auto Fire,B4,AFD,00-1101,2F,Code 3,5,"(30254201, 97767006)"
15026094,2015,Mar,18,Fire,AUTO - Auto Fire,B2,AFD,00-2502,2F,Code 3,10,"(30413909, 97746331)"
15026103,2015,Mar,18,Fire,ELEC - Electrical Fire,B1,AFD,00-1003,3F,Code 3,10,"(30290203, 97771411)"
15026148,2015,Mar,18,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30379080, 97692441)"
15037018,2015,Apr,17,Fire,TRASH - Trash Fire,B3,AFD,00-2601,3F,Code 1,,"(30282831, 97613854)"
15026287,2015,Mar,18,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,6,"(30433712, 97771342)"
15026328,2015,Mar,18,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1705,4F,Code 1,5,"(30238429, 97789697)"
15037338,2015,Apr,18,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 1,4,"(30373265, 97712567)"
15037462,2015,Apr,18,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2304,4F,Code 1,4,"(30349354, 97688727)"
15037474,2015,Apr,18,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3901,4F,Code 1,6,"(30419489, 97845993)"
15037517,2015,Apr,18,Fire,TRASH - Trash Fire,B2,AFD,00-3802,3F,Code 3,6,"(30453257, 97796820)"
15037597,2015,Apr,18,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,3,"(30252783, 97724179)"
15054730,2015,Jun,3,Fire,ELEC - Electrical Fire,B3,AFD,00-2803,3F,Code 3,7,"(30413385, 97701275)"
15054768,2015,Jun,4,Fire,AUTO - Auto Fire,B4,AFD,00-3611,2F,Code 3,2,"(30182690, 97769287)"
15054778,2015,Jun,4,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,3,"(30259884, 97674860)"
15037676,2015,Apr,18,Fire,AUTO - Auto Fire,B5,AFD,00-2205,2F,Left Blank,3,"(30220213, 97693544)"
15037748,2015,Apr,19,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,3,"(30234396, 97730893)"
15037829,2015,Apr,19,Fire,ELEC - Electrical Fire,B2,AFD,00-1602,3F,Code 3,4,"(30336555, 97709698)"
15037864,2015,Apr,19,Fire,AUTO - Auto Fire,B1,AFD,00-1001,2F,Code 3,10,"(30289319, 97761794)"
15037910,2015,Apr,19,Fire,ELEC - Electrical Fire,B2,AFD,00-2503,3F,Code 3,10,"(30394168, 97748314)"
15054911,2015,Jun,4,Fire,GRASS - Small Grass Fire,B4,AFD,00-2903,3F,Code 3,5,"(30185927, 97816306)"
15037960,2015,Apr,19,Fire,ELEC - Electrical Fire,B3,AFD,00-1404,3F,Code 3,9,"(30304380, 97711697)"
15055086,2015,Jun,4,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Code 1,4,"(30333463, 97692055)"
15055092,2015,Jun,4,Fire,DUMP - Dumpster Fire,B3,AFD,00-1801,3F,Code 3,1,"(30321542, 97679146)"
15037997,2015,Apr,19,Fire,BBQ - Unsafe Cooking,B2,AFD,00-1903,4F,Code 1,10,"(30351875, 97756890)"
15038003,2015,Apr,19,Fire,ELEC - Electrical Fire,B4,AFD,00-4301,3F,Code 3,8,"(30194273, 97878891)"
15055124,2015,Jun,4,Fire,TRASH - Trash Fire,B5,AFD,00-2203,3F,Code 3,3,"(30233761, 97722349)"
15055338,2015,Jun,5,Fire,AUTO - Auto Fire,B5,AFD,00-0504,2F,Code 3,1,"(30292318, 97663638)"
15055340,2015,Jun,5,Fire,AUTO - Auto Fire,B5,AFD,00-0504,2F,Code 3,1,"(30292318, 97663638)"
15055343,2015,Jun,5,Fire,AUTO - Auto Fire,B1,AFD,00-1201,2F,Code 3,10,"(30324858, 97755629)"
15038184,2015,Apr,20,Fire,GRASS - Small Grass Fire,B3,AFD,00-2302,3F,Code 1,4,"(30345813, 97677475)"
15038312,2015,Apr,20,Fire,ELEC - Electrical Fire,B3,AFD,00-0802,3F,Code 3,4,"(30365110, 97701037)"
15038336,2015,Apr,20,Fire,DUMP - Dumpster Fire,B3,AFD,00-0805,3F,Code 3,7,"(30365339, 97730114)"
15038360,2015,Apr,20,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,3,"(30218648, 97749809)"
15055408,2015,Jun,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-1405,3F,Code 3,9,"(30296050, 97720330)"
15055435,2015,Jun,5,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3004,4F,Code 1,1,"(30379213, 97674355)"
15055446,2015,Jun,5,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 1,3,"(30234978, 97729683)"
15038427,2015,Apr,20,Fire,DUMP - Dumpster Fire,B3,AFD,00-0803,3F,Code 3,4,"(30354755, 97703748)"
15038445,2015,Apr,21,Fire,AUTO - Auto Fire,B1,AFD,00-0401,2F,Code 3,9,"(30267707, 97758001)"
15055481,2015,Jun,5,Fire,TRASH - Trash Fire,B2,AFD,00-1602,3F,Code 3,4,"(30337646, 97707613)"
15055488,2015,Jun,5,Fire,ELEC - Electrical Fire,B3,AFD,00-4105,3F,Code 3,1,"(30364421, 97609918)"
15055519,2015,Jun,5,Fire,AUTO - Auto Fire,B2,AFD,00-3907,2F,Code 3,6,"(30435588, 97840022)"
15038550,2015,Apr,21,Fire,GRASS - Small Grass Fire,B2,AFD,00-2501,3F,Code 3,10,"(30419000, 97747327)"
15038561,2015,Apr,21,Fire,GRASS - Small Grass Fire,B2,AFD,00-2501,3F,Code 3,10,"(30430930, 97763706)"
15055677,2015,Jun,6,Fire,AUTO - Auto Fire,B4,AFD,00-3210,2F,Left Blank,10,"(30353671, 97859914)"
15038626,2015,Apr,21,Fire,TRASH - Trash Fire,B5,AFD,00-0603,3F,Code 3,9,"(30245386, 97755687)"
15055745,2015,Jun,6,Fire,ELEC - Electrical Fire,B4,AFD,00-1702,3F,Code 3,3,"(30217226, 97777459)"
15055783,2015,Jun,6,Fire,AUTO - Auto Fire,B2,AFD,00-3102,2F,Code 3,10,"(30377857, 97797446)"
15055794,2015,Jun,6,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 1,3,"(30226624, 97732414)"
15055849,2015,Jun,6,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1803,4F,Code 1,1,"(30318502, 97702209)"
15038691,2015,Apr,21,Fire,ELEC - Electrical Fire,B4,AFD,00-2901,3F,Code 1,8,"(30213452, 97848559)"
15055907,2015,Jun,6,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2902,4F,Code 1,5,"(30198671, 97840054)"
15056065,2015,Jun,7,Fire,AUTO - Auto Fire,B2,AFD,00-3402,2F,Code 3,6,"(30461662, 97794779)"
15056134,2015,Jun,7,Fire,ELEC - Electrical Fire,B4,AFD,00-3701,3F,Code 3,8,"(30250762, 97878689)"
15038898,2015,Apr,22,Fire,ELEC - Electrical Fire,B2,AFD,00-1605,3F,Code 3,7,"(30329334, 97728360)"
15056188,2015,Jun,7,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 3,3,"(30235454, 97724774)"
15038965,2015,Apr,22,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Left Blank,1,"(0, 0)"
15056199,2015,Jun,7,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,1,"(30315459, 97670144)"
15056233,2015,Jun,7,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30267001, 97739082)"
15056291,2015,Jun,7,Fire,DUMP - Dumpster Fire,B5,AFD,00-0601,3F,Code 3,9,"(30247024, 97750625)"
15056346,2015,Jun,8,Fire,ELEC - Electrical Fire,B3,AFD,00-0806,3F,Code 3,7,"(30374948, 97726044)"
15039094,2015,Apr,22,Fire,TRASH - Trash Fire,B5,AFD,00-0504,3F,Code 1,1,"(30286446, 97669321)"
15056460,2015,Jun,8,Fire,DUMP - Dumpster Fire,B3,AFD,00-0806,3F,Code 3,7,"(30383236, 97723496)"
15039168,2015,Apr,23,Fire,ELEC - Electrical Fire,B4,AFD,00-3604,3F,Code 1,5,"(30165553, 97808607)"
15039287,2015,Apr,23,Fire,TRASH - Trash Fire,B5,AFD,00-2404,3F,Code 3,2,"(30158093, 97736007)"
15056605,2015,Jun,8,Fire,TRASH - Trash Fire,B2,AFD,00-2101,3F,Code 3,10,"(30362448, 97756077)"
15056610,2015,Jun,8,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,9,"(30233980, 97742178)"
15056619,2015,Jun,8,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,7,"(30408942, 97673583)"
15056620,2015,Jun,8,Fire,AUTO - Auto Fire,B3,AFD,00-2801,2F,Code 3,7,"(30408030, 97675235)"
15056651,2015,Jun,8,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Left Blank,7,"(30389371, 97696307)"
15056653,2015,Jun,8,Fire,GRASS - Small Grass Fire,B2,AFD,00-3404,3F,Code 3,6,"(30476973, 97789372)"
15056684,2015,Jun,8,Fire,TRASH - Trash Fire,B2,AFD,00-3304,3F,Code 3,10,"(30392165, 97746823)"
15056728,2015,Jun,9,Fire,GRASS - Small Grass Fire,B3,AFD,00-2606,3F,Code 3,1,"(30300237, 97648220)"
15056815,2015,Jun,9,Fire,TRASH - Trash Fire,B5,AFD,00-0702,3F,Code 3,3,"(30256798, 97711610)"
15056831,2015,Jun,9,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 3,2,"(30190343, 97767086)"
15056874,2015,Jun,9,Fire,TRASH - Trash Fire,B3,AFD,00-2604,3F,Code 3,1,"(30274268, 97632779)"
15056908,2015,Jun,9,Fire,AUTO - Auto Fire,B4,AFD,00-2006,2F,Code 3,5,"(30185438, 97794415)"
15056914,2015,Jun,9,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,10,"(30377921, 97738115)"
15056915,2015,Jun,9,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,10,"(30379555, 97738070)"
15056935,2015,Jun,9,Fire,ELEC - Electrical Fire,B5,AFD,00-3502,3F,Code 3,3,"(30217565, 97733776)"
15056970,2015,Jun,9,Fire,ELEC - Electrical Fire,B2,AFD,00-4401,3F,Other,6,"(30437082, 97779850)"
15056986,2015,Jun,9,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2301,4F,Code 1,4,"(30359599, 97685152)"
15057006,2015,Jun,9,Fire,TRASH - Trash Fire,B5,AFD,00-0502,3F,Code 3,1,"(30285599, 97684234)"
15039705,2015,Apr,24,Fire,AUTO - Auto Fire,B2,AFD,00-3801,2F,Code 3,6,"(30439546, 97780078)"
15057093,2015,Jun,10,Fire,TRASH - Trash Fire,B5,AFD,00-4209,3F,Left Blank,2,"(30172606, 97613627)"
15039747,2015,Apr,24,Fire,AUTO - Auto Fire,B2,AFD,00-2501,2F,Code 3,6,"(30419103, 97746443)"
15039799,2015,Apr,24,Fire,AUTO - Auto Fire,B1,AFD,00-1203,2F,Code 3,7,"(30336226, 97741645)"
15039801,2015,Apr,24,Fire,AUTO - Auto Fire,B1,AFD,00-1203,2F,Other,7,"(30335104, 97741908)"
15039818,2015,Apr,24,Fire,ELEC - Electrical Fire,B5,AFD,00-2205,3F,Code 3,3,"(30228001, 97701493)"
15039822,2015,Apr,24,Fire,AUTO - Auto Fire,B4,AFD,00-3604,2F,Code 3,5,"(30159961, 97800316)"
15039879,2015,Apr,24,Fire,AUTO - Auto Fire,B4,AFD,00-17SV,2F,Code 3,,"(30232340, 97806396)"
15039888,2015,Apr,24,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1104,4F,Code 1,8,"(30265294, 97765767)"
