MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
15000001,2015,Jan,1,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 3,3,"(30268569, 97686927)"
15000011,2015,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,7,"(30423512, 97691980)"
15000012,2015,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,8,"(30251018, 97885490)"
15000032,2015,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-3004,3F,Left Blank,1,"(30378388, 97666851)"
15000035,2015,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-2904,3F,Code 1,8,"(30154133, 97847280)"
15000044,2015,Jan,1,Fire,DUMP - Dumpster Fire,B5,AFD,00-2401,3F,Code 3,2,"(30191283, 97731155)"
15000052,2015,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,4,"(30382819, 97710566)"
15000055,2015,Jan,1,Fire,TRASH - Trash Fire,B2,AFD,00-2104,3F,Code 3,10,"(30365245, 97743662)"
15000081,2015,Jan,1,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 3,8,"(30228647, 97833604)"
15000084,2015,Jan,1,Fire,DUMP - Dumpster Fire,B3,AFD,00-0802,3F,Code 3,4,"(30359463, 97699006)"
15000318,2015,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-2006,3F,Left Blank,5,"(30195323, 97803651)"
15000352,2015,Jan,1,Fire,ELEC - Electrical Fire,B4,AFD,00-2001,3F,Code 3,5,"(30207245, 97809312)"
15000365,2015,Jan,1,Fire,DUMP - Dumpster Fire,B2,AFD,00-3402,3F,Code 3,6,"(30459994, 97798156)"
15000375,2015,Jan,1,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3,"(30239290, 97720597)"
15000381,2015,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 1,7,"(30398335, 97704410)"
15000439,2015,Jan,2,Fire,ELEC - Electrical Fire,B2,AFD,00-1905,3F,Code 1,10,"(30328522, 97764947)"
15000618,2015,Jan,2,Fire,ELEC - Electrical Fire,B3,AFD,00-3005,3F,Code 3,4,"(30366147, 97690866)"
15000624,2015,Jan,2,Fire,BBQ - Unsafe Cooking,B5,AFD,00-0502,4F,Code 1,1,"(30268060, 97696154)"
15000627,2015,Jan,2,Fire,DUMP - Dumpster Fire,B1,AFD,00-0301,3F,Code 3,9,"(30293376, 97741808)"
15000706,2015,Jan,2,Fire,ELEC - Electrical Fire,B2,AFD,00-3907,3F,Code 3,6,"(30435588, 97840022)"
15000729,2015,Jan,2,Fire,ELEC - Electrical Fire,B2,AFD,00-2102,3F,Code 1,10,"(30361699, 97768679)"
15000863,2015,Jan,3,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,3,"(30259429, 97728245)"
15001008,2015,Jan,3,Fire,ELEC - Electrical Fire,B5,AFD,00-1501,3F,Code 3,3,"(30256464, 97686501)"
15001050,2015,Jan,3,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1705,4F,Code 3,3,"(30230779, 97776065)"
15001074,2015,Jan,3,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,3,"(30230500, 97728053)"
15001094,2015,Jan,3,Fire,ELEC - Electrical Fire,B4,AFD,00-2005,3F,Code 3,2,"(30201177, 97780360)"
15001177,2015,Jan,4,Fire,AUTO - Auto Fire,B4,AFD,00-1705,2F,Code 3,5,"(30230226, 97787784)"
15001194,2015,Jan,4,Fire,ELEC - Electrical Fire,B5,AFD,00-0702,3F,Code 3,3,"(30257790, 97719767)"
15001328,2015,Jan,4,Fire,ELEC - Electrical Fire,B3,AFD,00-0801,3F,Code 3,4,"(30364282, 97714510)"
15001357,2015,Jan,4,Fire,GRASS - Small Grass Fire,B3,AFD,00-2304,3F,Code 3,4,"(30354090, 97681466)"
15001377,2015,Jan,4,Fire,TRASH - Trash Fire,B3,AFD,00-3005,3F,Code 3,4,"(30376079, 97685389)"
15001520,2015,Jan,5,Fire,TRASH - Trash Fire,B5,AFD,00-0603,3F,Code 3,3,"(30242111, 97759622)"
15001523,2015,Jan,5,Fire,DUMP - Dumpster Fire,B3,AFD,00-3002,3F,Code 3,7,"(30397560, 97704797)"
15001574,2015,Jan,5,Fire,AUTO - Auto Fire,B4,AFD,00-3601,2F,Code 3,2,"(30167598, 97785850)"
15001588,2015,Jan,5,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Code 3,5,"(30132975, 97799015)"
15001797,2015,Jan,5,Fire,AUTO - Auto Fire,B5,AFD,00-2206,2F,Code 3,3,"(30219423, 97695552)"
15001818,2015,Jan,5,Fire,ELEC - Electrical Fire,B5,AFD,00-2401,3F,Code 3,2,"(30186426, 97745737)"
15001838,2015,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-1707,3F,Code 3,3,"(30222055, 97761355)"
15001949,2015,Jan,6,Fire,GRASS - Small Grass Fire,B3,AFD,00-2803,3F,Code 3,7,"(30409180, 97689374)"
15001969,2015,Jan,6,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 1,7,"(30417834, 97712689)"
15002010,2015,Jan,6,Fire,GRASS - Small Grass Fire,B3,AFD,00-2304,3F,Code 3,4,"(30351834, 97684775)"
15002061,2015,Jan,6,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,4,"(30355643, 97715069)"
15002063,2015,Jan,6,Fire,TRASH - Trash Fire,B5,AFD,00-2404,3F,Left Blank,2,"(30149825, 97741833)"
15002072,2015,Jan,6,Fire,AUTO - Auto Fire,B2,AFD,00-1903,2F,Code 3,10,"(30352971, 97757926)"
15002157,2015,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-1104,3F,Code 3,8,"(30265876, 97772265)"
15002247,2015,Jan,7,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,9,"(30233994, 97741058)"
15002290,2015,Jan,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-2301,3F,Left Blank,4,"(30354980, 97682830)"
15002382,2015,Jan,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-3201,3F,Code 3,8,"(30263368, 97789877)"
15002472,2015,Jan,7,Fire,TRASH - Trash Fire,B4,AFD,00-3701,3F,Code 3,8,"(30234453, 97871296)"
15002645,2015,Jan,8,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,1,"(30319739, 97680347)"
15002769,2015,Jan,8,Fire,TRASH - Trash Fire,B2,AFD,00-1602,3F,Code 3,4,"(30341579, 97707441)"
15002772,2015,Jan,8,Fire,AUTO - Auto Fire,B5,AFD,00-3503,2F,Code 3,3,"(30225596, 97724356)"
15002781,2015,Jan,8,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,3,"(30228143, 97732725)"
15002828,2015,Jan,8,Fire,TRASH - Trash Fire,B5,AFD,00-0604,3F,Code 1,9,"(30252495, 97756208)"
15002830,2015,Jan,8,Fire,TRASH - Trash Fire,B4,AFD,00-2004,3F,Code 3,5,"(30215430, 97797687)"
15002839,2015,Jan,8,Fire,ELEC - Electrical Fire,B3,AFD,00-0802,3F,Code 3,4,"(30368285, 97703425)"
15002898,2015,Jan,9,Fire,DUMP - Dumpster Fire,B1,AFD,00-0301,3F,Code 3,9,"(30295654, 97743937)"
15002922,2015,Jan,9,Fire,ELEC - Electrical Fire,B2,AFD,00-2104,3F,Code 1,10,"(30373312, 97746497)"
15002946,2015,Jan,9,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,4,"(30348352, 97712529)"
15002982,2015,Jan,9,Fire,ELEC - Electrical Fire,B3,AFD,00-2805,3F,Code 3,7,"(30392521, 97725731)"
15003008,2015,Jan,9,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 1,5,"(30177557, 97806905)"
15003024,2015,Jan,9,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 3,2,"(30191172, 97734652)"
15003029,2015,Jan,9,Fire,ELEC - Electrical Fire,B5,AFD,00-1501,3F,Code 3,3,"(30254323, 97681449)"
15003043,2015,Jan,9,Fire,ELEC - Electrical Fire,B2,AFD,00-3105,3F,Code 3,10,"(30336524, 97812083)"
15003072,2015,Jan,9,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 1,1,"(30275097, 97687534)"
15003125,2015,Jan,9,Fire,ELEC - Electrical Fire,B2,AFD,00-1903,3F,Code 3,10,"(30351875, 97756890)"
15003265,2015,Jan,10,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,2,"(30217925, 97668116)"
15003384,2015,Jan,10,Fire,AUTO - Auto Fire,B4,AFD,00-3602,2F,Left Blank,5,"(30110646, 97807673)"
15003414,2015,Jan,10,Fire,AUTO - Auto Fire,B2,AFD,00-3401,2F,Code 3,6,"(30468313, 97796346)"
15003517,2015,Jan,11,Fire,AUTO - Auto Fire,B4,AFD,00-1706,2F,Code 3,3,"(30226880, 97769241)"
15003625,2015,Jan,11,Fire,AUTO - Auto Fire,B3,AFD,00-4004,2F,Code 3,1,"(30387004, 97648592)"
15003715,2015,Jan,12,Fire,DUMP - Dumpster Fire,B3,AFD,00-0805,3F,Code 3,7,"(30366449, 97728070)"
15003891,2015,Jan,12,Fire,TRASH - Trash Fire,B2,AFD,00-1602,3F,Code 3,4,"(30339417, 97700662)"
15003908,2015,Jan,12,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,3,"(30269602, 97702895)"
15003972,2015,Jan,12,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,5,"(30207885, 97817662)"
15004023,2015,Jan,13,Fire,ELEC - Electrical Fire,B5,AFD,00-4205,3F,Code 3,2,"(30202325, 97666721)"
15004084,2015,Jan,13,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,1,"(30317495, 97683542)"
15004233,2015,Jan,13,Fire,AUTO - Auto Fire,B1,AFD,00-0301,2F,Code 3,9,"(30289699, 97739072)"
15004240,2015,Jan,13,Fire,BBQ - Unsafe Cooking,B2,AFD,00-4503,4F,Code 3,6,"(30490033, 97772255)"
15004299,2015,Jan,13,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,9,"(30266782, 97738247)"
15004330,2015,Jan,14,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 1,1,"(30317480, 97694769)"
15004392,2015,Jan,14,Fire,TRASH - Trash Fire,B4,AFD,00-1707,3F,Code 3,3,"(30225771, 97759469)"
15004408,2015,Jan,14,Fire,AUTO - Auto Fire,B1,AFD,00-0202,2F,Code 3,1,"(30272014, 97733911)"
15004494,2015,Jan,14,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,3,"(30231527, 97695589)"
15004519,2015,Jan,14,Fire,AUTO - Auto Fire,B4,AFD,00-3602,2F,Code 3,5,"(30142035, 97790699)"
15004659,2015,Jan,15,Fire,AUTO - Auto Fire,B3,AFD,00-1406,2F,Code 3,9,"(30302961, 97715611)"
15004688,2015,Jan,15,Fire,TRASH - Trash Fire,B4,AFD,00-1712,3F,Code 1,5,"(30225652, 97802711)"
15004743,2015,Jan,15,Fire,ELEC - Electrical Fire,B1,AFD,00-0903,3F,Code 3,9,"(30312196, 97715815)"
15004779,2015,Jan,15,Fire,AUTO - Auto Fire,B5,AFD,00-1503,2F,Code 3,3,"(30259314, 97693619)"
15004829,2015,Jan,15,Fire,AUTO - Auto Fire,B5,AFD,00-0504,2F,Code 3,1,"(30292607, 97664385)"
15004846,2015,Jan,15,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30274068, 97760717)"
15004876,2015,Jan,15,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3001,4F,Code 1,4,"(30368521, 97703939)"
15004926,2015,Jan,15,Fire,ELEC - Electrical Fire,B2,AFD,00-1602,3F,Code 3,4,"(30339298, 97713284)"
15004935,2015,Jan,15,Fire,ELEC - Electrical Fire,B3,AFD,00-0804,3F,Code 3,7,"(30359756, 97718431)"
15004950,2015,Jan,15,Fire,AUTO - Auto Fire,B4,AFD,00-1707,2F,Code 3,3,"(30221819, 97748508)"
15005020,2015,Jan,16,Fire,TRASH - Trash Fire,B4,AFD,00-3603,3F,Code 1,5,"(30142891, 97795416)"
15005093,2015,Jan,16,Fire,DUMP - Dumpster Fire,B1,AFD,00-1003,3F,Code 3,10,"(30289405, 97770089)"
15005121,2015,Jan,16,Fire,TRASH - Trash Fire,B2,AFD,00-3304,3F,Code 3,10,"(30393704, 97746910)"
15005167,2015,Jan,16,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,7,"(30389111, 97743968)"
15005168,2015,Jan,16,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Left Blank,7,"(30389111, 97743968)"
15005242,2015,Jan,16,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Left Blank,2,"(30198292, 97751231)"
15005336,2015,Jan,17,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Left Blank,2,"(30182144, 97759541)"
15005399,2015,Jan,17,Fire,AUTO - Auto Fire,B2,AFD,00-3802,2F,Code 3,6,"(30455444, 97825791)"
15005412,2015,Jan,17,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 1,8,"(30228647, 97833604)"
15005564,2015,Jan,17,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9,"(30268678, 97748779)"
15005571,2015,Jan,17,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,7,"(30420320, 97685823)"
15005608,2015,Jan,17,Fire,GRASS - Small Grass Fire,B3,AFD,00-1804,3F,Code 3,4,"(30334219, 97695663)"
15005642,2015,Jan,18,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,3,"(30266146, 97698289)"
15005670,2015,Jan,18,Fire,AUTO - Auto Fire,B4,AFD,00-2703,2F,Code 3,8,"(30235411, 97855184)"
15005680,2015,Jan,18,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,1,"(30311546, 97675898)"
15005728,2015,Jan,18,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 1,1,"(30319646, 97702595)"
15005890,2015,Jan,18,Fire,ELEC - Electrical Fire,B5,AFD,00-3502,3F,Code 3,3,"(30226272, 97728512)"
15005906,2015,Jan,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-3003,3F,Code 3,7,"(30377125, 97676482)"
15005907,2015,Jan,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-4001,3F,Code 3,7,"(30407792, 97674543)"
15005915,2015,Jan,19,Fire,AUTO - Auto Fire,B3,AFD,00-2801,2F,Code 3,7,"(30397782, 97672844)"
15006077,2015,Jan,19,Fire,GRASS - Small Grass Fire,B3,AFD,00-1403,3F,Code 3,1,"(30284616, 97717075)"
15006099,2015,Jan,19,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 1,4,"(30379273, 97706423)"
15006120,2015,Jan,19,Fire,AUTO - Auto Fire,B4,AFD,00-2705,2F,Code 3,8,"(30207873, 97869420)"
15006175,2015,Jan,19,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,1,"(30270191, 97732898)"
15006189,2015,Jan,19,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Left Blank,4,"(30328060, 97694120)"
15006223,2015,Jan,19,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,3,"(30264404, 97730528)"
15006238,2015,Jan,19,Fire,DUMP - Dumpster Fire,B5,AFD,00-2203,3F,Code 3,3,"(30242424, 97717300)"
15006294,2015,Jan,20,Fire,BOXL- Structure Fire,B5,AFD,00-2401,1F,Code 3,2,"(30191283, 97731155)"
15006301,2015,Jan,20,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 1,1,"(30275910, 97689066)"
15006340,2015,Jan,20,Fire,AUTO - Auto Fire,B3,AFD,00-1405,2F,Code 3,9,"(30301111, 97715833)"
15006372,2015,Jan,20,Fire,AUTO - Auto Fire,B4,AFD,00-3605,2F,Code 3,5,"(30174110, 97809312)"
15006379,2015,Jan,20,Fire,AUTO - Auto Fire,B3,AFD,00-0801,2F,Code 3,4,"(30366405, 97715677)"
15006431,2015,Jan,20,Fire,AUTO - Auto Fire,B3,AFD,00-2804,2F,Code 3,7,"(30405521, 97715659)"
15006454,2015,Jan,20,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,5,"(30155753, 97815299)"
15006571,2015,Jan,20,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30261201, 97736555)"
15006724,2015,Jan,21,Fire,GRASS - Small Grass Fire,B5,AFD,00-3501,3F,Code 3,2,"(30215516, 97751260)"
15006728,2015,Jan,21,Fire,GRASS - Small Grass Fire,No data,AFD,,3F,Code 3,-,"(0, 0)"
15026569,2015,Mar,19,Fire,AUTO - Auto Fire,B3,AFD,00-1404,2F,Code 3,9,"(30300476, 97712943)"
15026570,2015,Mar,19,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,9,"(30237779, 97738374)"
15026579,2015,Mar,19,Fire,ELEC - Electrical Fire,B4,AFD,00-1101,3F,Code 3,5,"(30251154, 97765188)"
15006774,2015,Jan,21,Fire,TRASH - Trash Fire,B2,AFD,00-4504,3F,Code 3,6,"(30501336, 97790674)"
15006814,2015,Jan,21,Fire,TRASH - Trash Fire,B4,AFD,00-2904,3F,Code 1,5,"(30176988, 97838447)"
15026617,2015,Mar,19,Fire,GRASS - Small Grass Fire,B4,AFD,00-3611,3F,Code 3,2,"(30184817, 97773948)"
15006877,2015,Jan,21,Fire,DUMP - Dumpster Fire,B4,AFD,00-1710,3F,Code 3,3,"(30200671, 97768419)"
15026650,2015,Mar,19,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 1,3,"(30229774, 97726495)"
15026659,2015,Mar,19,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2305,4F,Code 1,4,"(30349147, 97696442)"
15026684,2015,Mar,19,Fire,ELEC - Electrical Fire,B3,AFD,00-1804,3F,Code 3,4,"(30333463, 97692055)"
15007064,2015,Jan,22,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,1,"(30319215, 97666009)"
15026769,2015,Mar,20,Fire,ELEC - Electrical Fire,B3,AFD,00-1401,3F,Code 3,9,"(30298094, 97707145)"
15026985,2015,Mar,20,Fire,TRASH - Trash Fire,B1,AFD,00-0901,3F,Other,9,"(30306461, 97729813)"
15027034,2015,Mar,20,Fire,TRASH - Trash Fire,B5,AFD,00-2204,3F,Code 3,3,"(30237526, 97695305)"
15007236,2015,Jan,22,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Code 3,5,"(30150884, 97802112)"
15027059,2015,Mar,20,Fire,ELEC - Electrical Fire,B3,AFD,00-2607,3F,Code 3,1,"(30306304, 97665187)"
15007274,2015,Jan,22,Fire,ELEC - Electrical Fire,B2,AFD,00-1602,3F,Code 3,4,"(30336646, 97705568)"
15027088,2015,Mar,20,Fire,ELEC - Electrical Fire,B4,AFD,00-3703,3F,Left Blank,8,"(30229194, 97888286)"
15027095,2015,Mar,20,Fire,AUTO - Auto Fire,B1,AFD,00-1206,2F,Code 3,10,"(30311930, 97743831)"
15027098,2015,Mar,20,Fire,AUTO - Auto Fire,B5,AFD,00-3502,2F,Code 3,3,"(30215541, 97734922)"
15027121,2015,Mar,20,Fire,ELEC - Electrical Fire,B4,AFD,00-3604,3F,Code 3,5,"(30152881, 97816852)"
15007419,2015,Jan,23,Fire,AUTO - Auto Fire,B1,AFD,00-0401,2F,Code 3,9,"(30267707, 97758001)"
15007461,2015,Jan,23,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 3,1,"(30305020, 97682318)"
15007462,2015,Jan,23,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3,"(30238844, 97730358)"
15007465,2015,Jan,23,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 3,2,"(30181293, 97763641)"
15007468,2015,Jan,23,Fire,DUMP - Dumpster Fire,B4,AFD,00-1101,3F,Code 3,5,"(30255621, 97760586)"
15007562,2015,Jan,23,Fire,TRASH - Trash Fire,B5,AFD,00-1501,3F,Code 3,3,"(30255862, 97685067)"
15007613,2015,Jan,23,Fire,ELEC - Electrical Fire,B3,AFD,00-1803,3F,Code 3,4,"(30317053, 97704065)"
15007670,2015,Jan,24,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,9,"(30250081, 97738709)"
15007715,2015,Jan,24,Fire,ELEC - Electrical Fire,B3,AFD,00-2607,3F,Code 3,1,"(30307145, 97665180)"
15007845,2015,Jan,24,Fire,ELEC - Electrical Fire,B4,AFD,00-3703,3F,Code 3,8,"(30237733, 97895429)"
15007889,2015,Jan,24,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2305,4F,Code 1,4,"(30344580, 97701902)"
15007890,2015,Jan,24,Fire,ELEC - Electrical Fire,B4,AFD,00-3606,3F,Code 3,2,"(30187679, 97785906)"
15027329,2015,Mar,21,Fire,ELEC - Electrical Fire,B4,AFD,00-2903,3F,Code 3,5,"(30181484, 97839139)"
15027361,2015,Mar,21,Fire,AUTO - Auto Fire,B4,AFD,00-1705,2F,Code 3,5,"(30238470, 97789401)"
15027370,2015,Mar,21,Fire,ELEC - Electrical Fire,B4,AFD,00-3209,3F,Left Blank,8,"(30278270, 97823835)"
15027413,2015,Mar,21,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,1,"(30276050, 97667914)"
15027456,2015,Mar,21,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3001,4F,Code 3,4,"(30369967, 97693125)"
15027459,2015,Mar,21,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1803,4F,Code 1,1,"(30318502, 97702209)"
15008121,2015,Jan,25,Fire,TRASH - Trash Fire,B2,AFD,00-3907,3F,Code 3,6,"(30442227, 97822815)"
15027599,2015,Mar,22,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1804,4F,Code 3,4,"(30325781, 97695006)"
15008179,2015,Jan,25,Fire,ELEC - Electrical Fire,B2,AFD,00-1902,3F,Code 1,10,"(30344862, 97783409)"
15027625,2015,Mar,22,Fire,TRASH - Trash Fire,B2,AFD,00-4401,3F,Code 1,10,"(30425712, 97768829)"
15027663,2015,Mar,22,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,1,"(30292318, 97663638)"
15008207,2015,Jan,25,Fire,GRASS - Small Grass Fire,B5,AFD,00-2402,3F,Code 3,2,"(30204730, 97756601)"
15008230,2015,Jan,25,Fire,ELEC - Electrical Fire,B4,AFD,00-2006,3F,Code 3,5,"(30185690, 97804372)"
15027715,2015,Mar,22,Fire,AUTO - Auto Fire,B3,AFD,00-3002,2F,Code 3,7,"(30383492, 97689327)"
15008307,2015,Jan,26,Fire,ELEC - Electrical Fire,B2,AFD,00-1603,3F,Code 3,4,"(30323439, 97715384)"
15008313,2015,Jan,26,Fire,TRASH - Trash Fire,B2,AFD,00-4504,3F,Code 3,6,"(30486883, 97804196)"
15027798,2015,Mar,22,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,1,"(30276050, 97667914)"
15027801,2015,Mar,22,Fire,ELEC - Electrical Fire,B2,AFD,00-4401,3F,Code 3,6,"(30437285, 97780738)"
15008493,2015,Jan,26,Fire,AUTO - Auto Fire,B2,AFD,00-1905,2F,Code 3,10,"(30329570, 97764589)"
15008613,2015,Jan,27,Fire,ELEC - Electrical Fire,B3,AFD,00-2301,3F,Code 3,1,"(30371343, 97674901)"
15008619,2015,Jan,27,Fire,AUTO - Auto Fire,B3,AFD,00-2306,2F,Code 3,4,"(30353920, 97691148)"
15008670,2015,Jan,27,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,5,"(30157576, 97790371)"
15008714,2015,Jan,27,Fire,TRASH - Trash Fire,B3,AFD,00-2305,3F,Code 3,4,"(30344591, 97697067)"
15008746,2015,Jan,27,Fire,AUTO - Auto Fire,B4,AFD,00-2703,2F,Code 3,8,"(30236549, 97846726)"
15008801,2015,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 3,3,"(30241597, 97691420)"
15008813,2015,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-2205,3F,Code 1,3,"(30241546, 97691359)"
15028060,2015,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-17SV,3F,Code 3,,"(30229795, 97806558)"
15028063,2015,Mar,23,Fire,AUTO - Auto Fire,B4,AFD,00-2004,2F,Code 3,5,"(30219129, 97803958)"
15028064,2015,Mar,23,Fire,TRASH - Trash Fire,B4,AFD,00-3607,3F,Code 3,2,"(30192018, 97775425)"
15008845,2015,Jan,27,Fire,AUTO - Auto Fire,B5,AFD,00-3504,2F,Code 3,2,"(30221586, 97683315)"
15008862,2015,Jan,27,Fire,ELEC - Electrical Fire,B3,AFD,00-0805,3F,Code 1,7,"(30371105, 97726909)"
15008876,2015,Jan,27,Fire,AUTO - Auto Fire,B4,AFD,00-2704,2F,Code 3,8,"(30214453, 97831911)"
15008887,2015,Jan,27,Fire,AUTO - Auto Fire,B4,AFD,00-1708,2F,Code 3,2,"(30210518, 97755079)"
15008901,2015,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 3,1,"(30270247, 97670290)"
15008924,2015,Jan,27,Fire,AUTO - Auto Fire,B3,AFD,00-0801,2F,Code 3,4,"(30365561, 97717715)"
15008930,2015,Jan,27,Fire,AUTO - Auto Fire,B3,AFD,00-2304,2F,Code 3,4,"(30351252, 97692070)"
15008932,2015,Jan,27,Fire,TRASH - Trash Fire,B1,AFD,00-1005,3F,Left Blank,10,"(30302809, 97784965)"
15008941,2015,Jan,27,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 3,2,"(30181939, 97755883)"
15009014,2015,Jan,28,Fire,TRASH - Trash Fire,B5,AFD,00-2201,3F,Code 3,3,"(30224925, 97703433)"
15009016,2015,Jan,28,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,9,"(30295922, 97743918)"
15009027,2015,Jan,28,Fire,AUTO - Auto Fire,B5,AFD,00-3504,2F,Code 3,2,"(30191989, 97698371)"
15009098,2015,Jan,28,Fire,AUTO - Auto Fire,B4,AFD,00-1710,2F,Code 3,2,"(30196655, 97765705)"
15009170,2015,Jan,28,Fire,AUTO - Auto Fire,B2,AFD,00-1905,2F,Code 3,10,"(30326343, 97755966)"
15009172,2015,Jan,28,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,9,"(30289114, 97740309)"
15009174,2015,Jan,28,Fire,AUTO - Auto Fire,B2,AFD,00-1905,2F,Code 3,10,"(30326343, 97755966)"
15009206,2015,Jan,28,Fire,GRASS - Small Grass Fire,B4,AFD,00-3701,3F,Code 1,8,"(30233992, 97871223)"
15009265,2015,Jan,28,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2305,4F,Code 1,4,"(30344856, 97701777)"
15009270,2015,Jan,28,Fire,TRASH - Trash Fire,B4,AFD,00-4302,3F,Code 3,8,"(30194952, 97899318)"
15028204,2015,Mar,24,Fire,DUMP - Dumpster Fire,B5,AFD,00-0604,3F,Code 3,9,"(30256029, 97747304)"
15009303,2015,Jan,29,Fire,TRASH - Trash Fire,B5,AFD,00-2203,3F,Code 3,3,"(30233761, 97722349)"
