MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
17008349,2017,Jan,24,Fire,AUTO - Auto Fire,B2,AFD,00-3102,2F,Code 3,10,"(30387952, 97824675)"
17008374,2017,Jan,24,Fire,AUTO - Auto Fire,B2,AFD,00-3901,2F,Code 3,6,"(30414750, 97848298)"
17008514,2017,Jan,24,Fire,ELEC - Electrical Fire,B7,AFD,00-1801,3F,Code 3,1,"(30321470, 97679124)"
17008521,2017,Jan,24,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2203,4F,Code 1,3,"(30235657, 97718699)"
17008592,2017,Jan,25,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30270606, 97754435)"
17008605,2017,Jan,25,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 1,1,"(30274301, 97723053)"
17008645,2017,Jan,25,Fire,ELEC - Electrical Fire,B3,AFD,00-1403,3F,Code 3,9,"(30288257, 97715872)"
17000008,2017,Jan,1,Fire,TRASH - Trash Fire,B3,AFD,00-2304,3F,Code 3,4,"(30337526, 97692307)"
17000012,2017,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,3,"(30219683, 97775320)"
17008757,2017,Jan,25,Fire,TRASH - Trash Fire,B4,AFD,00-2402,3F,Code 3,2,"(30194059, 97756865)"
17008771,2017,Jan,25,Fire,AUTO - Auto Fire,B3,AFD,00-2801,2F,Code 3,7,"(30431402, 97700024)"
17000022,2017,Jan,1,Fire,DUMP - Dumpster Fire,B2,AFD,00-2101,3F,Code 3,10,"(30357938, 97749321)"
17000028,2017,Jan,1,Fire,TRASH - Trash Fire,B5,AFD,00-2404,3F,Code 1,2,"(30153870, 97742668)"
17000029,2017,Jan,1,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,3,"(30235180, 97714684)"
17000047,2017,Jan,1,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,3,"(30235180, 97714684)"
17000052,2017,Jan,1,Fire,DUMP - Dumpster Fire,B3,AFD,00-1805,3F,Code 3,1,"(30328500, 97689363)"
17008792,2017,Jan,25,Fire,AUTO - Auto Fire,B3,AFD,00-2803,2F,Code 3,7,"(30412656, 97699581)"
17008799,2017,Jan,25,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,10,"(30389502, 97745087)"
17008816,2017,Jan,25,Fire,AUTO - Auto Fire,B3,AFD,00-1606,2F,Code 3,7,"(30342027, 97738760)"
17008832,2017,Jan,25,Fire,AUTO - Auto Fire,B3,AFD,00-3005,2F,Code 3,1,"(30369821, 97680790)"
17008833,2017,Jan,25,Fire,ELEC - Electrical Fire,B4,AFD,00-1705,3F,Code 3,5,"(30237193, 97786536)"
17008865,2017,Jan,25,Fire,TRASH - Trash Fire,B1,AFD,00-0201,3F,Code 3,9,"(30281746, 97741929)"
17000094,2017,Jan,1,Fire,DUMP - Dumpster Fire,B1,AFD,00-0301,3F,Code 3,9,"(30290112, 97746592)"
17000100,2017,Jan,1,Fire,TRASH - Trash Fire,B2,AFD,00-2101,3F,Code 3,10,"(30358231, 97752414)"
17000110,2017,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 1,2,"(30206048, 97797113)"
17000180,2017,Jan,1,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 1,2,"(30179017, 97758904)"
17000193,2017,Jan,1,Fire,DUMP - Dumpster Fire,B5,AFD,00-2202,3F,Code 3,3,"(30239088, 97730194)"
17008980,2017,Jan,26,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 1,9,"(30277079, 97756137)"
17000210,2017,Jan,1,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,3,"(30232621, 97721286)"
17000216,2017,Jan,1,Fire,ELEC - Electrical Fire,B2,AFD,00-2501,3F,Code 3,6,"(30431741, 97744107)"
17000239,2017,Jan,1,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,3,"(30214490, 97780216)"
17000269,2017,Jan,1,Fire,DUMP - Dumpster Fire,B4,AFD,00-2004,3F,Code 3,5,"(30216649, 97796639)"
17000278,2017,Jan,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2306,4F,Code 1,4,"(30366921, 97693260)"
17000295,2017,Jan,1,Fire,TRASH - Trash Fire,B2,AFD,00-3802,3F,Code 3,6,"(30453565, 97821946)"
17000302,2017,Jan,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-1803,3F,Code 3,1,"(30318699, 97702626)"
17009019,2017,Jan,26,Fire,TRASH - Trash Fire,B2,AFD,00-4403,3F,Code 3,6,"(30437475, 97767783)"
17009068,2017,Jan,26,Fire,TRASH - Trash Fire,B4,AFD,00-2402,3F,Code 3,2,"(30193934, 97740437)"
17009081,2017,Jan,26,Fire,GRASS - Small Grass Fire,B4,AFD,00-2004,3F,Code 3,5,"(30216569, 97790561)"
17000351,2017,Jan,1,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1803,4F,Left Blank,1,"(30318699, 97702626)"
17000380,2017,Jan,1,Fire,AUTO - Auto Fire,B2,AFD,00-2502,2F,Code 3,7,"(30396264, 97732363)"
17000386,2017,Jan,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7,"(30401326, 97726469)"
17000402,2017,Jan,1,Fire,TRASH - Trash Fire,B2,AFD,00-3809,3F,Code 1,6,"(30447317, 97773228)"
17009200,2017,Jan,26,Fire,ELEC - Electrical Fire,B4,AFD,00-2202,3F,Code 3,3,"(30233743, 97728419)"
17009217,2017,Jan,26,Fire,ELEC - Electrical Fire,B3,AFD,00-0805,3F,Code 3,7,"(30372595, 97735370)"
17000422,2017,Jan,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-0801,3F,Code 3,4,"(30370409, 97719776)"
17000434,2017,Jan,2,Fire,DUMP - Dumpster Fire,B5,AFD,00-1501,3F,Code 3,3,"(30256464, 97686501)"
17009228,2017,Jan,26,Fire,AUTO - Auto Fire,B3,AFD,00-3004,2F,Code 3,1,"(30391515, 97671661)"
17009276,2017,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,2,"(30209306, 97651383)"
17009277,2017,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,2,"(30206806, 97645735)"
17009281,2017,Jan,27,Fire,DUMP - Dumpster Fire,B3,AFD,00-1405,3F,Code 3,9,"(30298214, 97719294)"
17009284,2017,Jan,27,Fire,ELEC - Electrical Fire,B4,AFD,00-0604,3F,Code 1,9,"(30256929, 97750933)"
17000537,2017,Jan,2,Fire,ELEC - Electrical Fire,B2,AFD,00-1605,3F,Code 3,7,"(30338716, 97736149)"
17000585,2017,Jan,2,Fire,AUTO - Auto Fire,B5,AFD,00-3503,2F,Code 3,3,"(30212225, 97712306)"
17000649,2017,Jan,2,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 3,8,"(30229669, 97850624)"
17000660,2017,Jan,2,Fire,AUTO - Auto Fire,B3,AFD,00-1805,2F,Code 3,1,"(30327830, 97677293)"
17000662,2017,Jan,2,Fire,AUTO - Auto Fire,B3,AFD,00-1801,2F,Code 3,1,"(30321466, 97686492)"
17000667,2017,Jan,2,Fire,AUTO - Auto Fire,B3,AFD,00-1805,2F,Left Blank,1,"(30330795, 97682589)"
17000674,2017,Jan,2,Fire,TRASH - Trash Fire,B3,AFD,00-4004,3F,Code 3,1,"(30378318, 97660830)"
17000677,2017,Jan,2,Fire,TRASH - Trash Fire,B3,AFD,00-4005,3F,Left Blank,7,"(30438505, 97658965)"
17000777,2017,Jan,3,Fire,AUTO - Auto Fire,B2,AFD,00-1902,2F,Code 3,10,"(30344710, 97784394)"
17000787,2017,Jan,3,Fire,ELEC - Electrical Fire,B5,AFD,00-2404,3F,Code 3,2,"(30149668, 97738021)"
17000808,2017,Jan,3,Fire,GRASS - Small Grass Fire,B5,AFD,00-3506,3F,Code 3,2,"(30173680, 97672265)"
17000904,2017,Jan,3,Fire,DUMP - Dumpster Fire,B5,AFD,00-1503,3F,Code 3,3,"(30251553, 97700448)"
17000907,2017,Jan,3,Fire,AUTO - Auto Fire,B4,AFD,00-2903,2F,Code 3,5,"(30187080, 97829944)"
17001045,2017,Jan,3,Fire,GRASS - Small Grass Fire,B3,AFD,00-2306,3F,Code 3,4,"(30351657, 97692349)"
17001095,2017,Jan,4,Fire,DUMP - Dumpster Fire,B3,AFD,00-1804,3F,Code 3,4,"(30336218, 97701400)"
17001120,2017,Jan,4,Fire,AUTO - Auto Fire,B4,AFD,00-3610,2F,Code 3,5,"(30166974, 97786109)"
17001125,2017,Jan,4,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,3,"(30239067, 97694362)"
17001145,2017,Jan,4,Fire,GRASS - Small Grass Fire,B2,AFD,00-1903,3F,Code 3,10,"(30335637, 97755390)"
17001160,2017,Jan,4,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,7,"(30387159, 97743737)"
17001224,2017,Jan,4,Fire,TRASH - Trash Fire,B4,AFD,00-2706,3F,Code 3,8,"(30234061, 97864779)"
17001280,2017,Jan,4,Fire,GRASS - Small Grass Fire,B2,AFD,00-3906,3F,Code 3,6,"(30433983, 97840918)"
17001309,2017,Jan,4,Fire,TRASH - Trash Fire,B1,AFD,00-0901,3F,Code 1,9,"(30303946, 97720169)"
17001348,2017,Jan,4,Fire,TRASH - Trash Fire,B5,AFD,00-0502,3F,Code 3,1,"(30281367, 97695510)"
17001363,2017,Jan,4,Fire,AUTO - Auto Fire,B4,AFD,00-1710,2F,Code 3,3,"(30199905, 97763451)"
17001458,2017,Jan,5,Fire,TRASH - Trash Fire,B3,AFD,00-2604,3F,Code 3,1,"(30279159, 97629755)"
17001520,2017,Jan,5,Fire,AUTO - Auto Fire,B1,AFD,00-1003,2F,Code 3,10,"(30282959, 97776603)"
17001581,2017,Jan,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-4103,3F,Code 3,1,"(30329144, 97654681)"
17001589,2017,Jan,5,Fire,ELEC - Electrical Fire,B3,AFD,00-1803,3F,Code 3,4,"(30318198, 97706564)"
17009444,2017,Jan,27,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,10,"(30389850, 97745064)"
17009505,2017,Jan,27,Fire,ELEC - Electrical Fire,B4,AFD,00-2204,3F,Code 3,3,"(30238740, 97694606)"
17009566,2017,Jan,27,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3004,4F,Code 1,1,"(30378579, 97674641)"
17001742,2017,Jan,6,Fire,ELEC - Electrical Fire,B2,AFD,00-3404,3F,Code 1,6,"(30476973, 97789372)"
17001776,2017,Jan,6,Fire,GRASS - Small Grass Fire,B4,AFD,00-1101,3F,Code 3,5,"(30264769, 97764988)"
17001791,2017,Jan,6,Fire,DUMP - Dumpster Fire,B1,AFD,00-0201,3F,Code 3,9,"(30284702, 97752460)"
17001815,2017,Jan,6,Fire,TRASH - Trash Fire,B2,AFD,00-4401,3F,Code 3,6,"(30433832, 97770943)"
17001835,2017,Jan,6,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,3,"(30234396, 97730893)"
17001855,2017,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 1,5,"(30260873, 97758521)"
17001885,2017,Jan,6,Fire,AUTO - Auto Fire,B5,AFD,00-2205,2F,Code 3,3,"(30239812, 97688271)"
17001895,2017,Jan,6,Fire,ELEC - Electrical Fire,B1,AFD,00-0201,3F,Code 1,9,"(30284075, 97745604)"
17001897,2017,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-2902,3F,Code 3,5,"(30198024, 97831523)"
17009638,2017,Jan,27,Fire,DUMP - Dumpster Fire,B3,AFD,00-2804,3F,Code 3,7,"(30391110, 97721157)"
17001930,2017,Jan,6,Fire,TRASH - Trash Fire,B5,AFD,00-3503,3F,Code 3,3,"(30212951, 97711990)"
17001937,2017,Jan,6,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 1,5,"(30157433, 97817001)"
17009769,2017,Jan,28,Fire,TRASH - Trash Fire,B4,AFD,00-3502,3F,Code 3,3,"(30223018, 97736255)"
17009803,2017,Jan,28,Fire,TRASH - Trash Fire,B7,AFD,00-0903,3F,Code 3,9,"(30318599, 97724047)"
17009815,2017,Jan,28,Fire,GRASS - Small Grass Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30152819, 97791497)"
17009818,2017,Jan,28,Fire,GRASS - Small Grass Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30126478, 97801246)"
17002030,2017,Jan,7,Fire,TRASH - Trash Fire,B4,AFD,00-1102,3F,Code 1,5,"(30245527, 97774284)"
17002031,2017,Jan,7,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Code 1,4,"(30327108, 97691663)"
17009902,2017,Jan,28,Fire,GRASS - Small Grass Fire,B4,AFD,00-1712,3F,Code 1,5,"(30228096, 97801931)"
17009907,2017,Jan,28,Fire,ELEC - Electrical Fire,B7,AFD,00-2607,3F,Code 1,1,"(30307145, 97665180)"
17009918,2017,Jan,28,Fire,DUMP - Dumpster Fire,B1,AFD,00-0401,3F,Code 3,9,"(30281160, 97758515)"
17009934,2017,Jan,28,Fire,DUMP - Dumpster Fire,B2,AFD,00-3303,3F,Code 3,10,"(30403223, 97748122)"
17002145,2017,Jan,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-3611,3F,Left Blank,2,"(30168410, 97784960)"
17002154,2017,Jan,7,Fire,TRASH - Trash Fire,B3,AFD,00-2306,3F,Code 3,4,"(30358391, 97688579)"
17009963,2017,Jan,28,Fire,GRASS - Small Grass Fire,B4,AFD,00-2403,3F,Code 3,2,"(30180519, 97758441)"
17009964,2017,Jan,28,Fire,TRASH - Trash Fire,B4,AFD,00-1703,3F,Code 3,5,"(30219135, 97789630)"
17009969,2017,Jan,28,Fire,TRASH - Trash Fire,B7,AFD,00-4001,3F,Code 3,7,"(30401845, 97648406)"
17002351,2017,Jan,7,Fire,AUTO - Auto Fire,B4,AFD,00-2004,2F,Code 3,5,"(30218690, 97796785)"
17002410,2017,Jan,7,Fire,ELEC - Electrical Fire,B2,AFD,00-3907,3F,Code 3,6,"(30436658, 97829848)"
17010066,2017,Jan,29,Fire,DUMP - Dumpster Fire,B4,AFD,00-0604,3F,Code 3,9,"(30258382, 97750067)"
17002545,2017,Jan,8,Fire,DUMP - Dumpster Fire,B3,AFD,00-2803,3F,Code 3,7,"(30410555, 97695846)"
17002580,2017,Jan,8,Fire,DUMP - Dumpster Fire,B1,AFD,00-0301,3F,Code 3,9,"(30290120, 97746591)"
17002593,2017,Jan,8,Fire,AUTO - Auto Fire,B5,AFD,00-0501,2F,Code 3,3,"(30264591, 97689689)"
17010129,2017,Jan,29,Fire,DUMP - Dumpster Fire,B2,AFD,00-3802,3F,Code 3,6,"(30461593, 97817904)"
17002645,2017,Jan,8,Fire,GRASS - Small Grass Fire,B4,AFD,00-3610,3F,Left Blank,25,"(30167032, 97784984)"
17002649,2017,Jan,8,Fire,GRASS - Small Grass Fire,B4,AFD,00-3602,3F,Code 3,5,"(30152819, 97791497)"
17010160,2017,Jan,29,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 3,1,"(30274406, 97679501)"
17010169,2017,Jan,29,Fire,AUTO - Auto Fire,B7,AFD,00-2305,2F,Code 3,4,"(30345790, 97707650)"
17010178,2017,Jan,29,Fire,AUTO - Auto Fire,B3,AFD,00-3001,2F,Code 3,4,"(30390027, 97704166)"
17010212,2017,Jan,29,Fire,GRASS - Small Grass Fire,B2,AFD,00-4401,3F,Code 3,6,"(30434990, 97771956)"
17010259,2017,Jan,29,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2005,4F,Code 1,2,"(30200980, 97800239)"
17010272,2017,Jan,29,Fire,ELEC - Electrical Fire,B4,AFD,00-2202,3F,Code 3,3,"(30231379, 97729936)"
17010271,2017,Jan,29,Fire,BBQ - Unsafe Cooking,B7,AFD,00-1804,4F,Code 1,4,"(30325285, 97700702)"
17010317,2017,Jan,29,Fire,DUMP - Dumpster Fire,B2,AFD,00-3303,3F,Code 3,10,"(30403223, 97748122)"
17002825,2017,Jan,8,Fire,TRASH - Trash Fire,B2,AFD,00-2501,3F,Code 1,10,"(30418850, 97751829)"
17002854,2017,Jan,8,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,7,"(30396050, 97703638)"
17002873,2017,Jan,8,Fire,TRASH - Trash Fire,B1,AFD,00-0701,3F,Code 3,3,"(30253299, 97728686)"
17002895,2017,Jan,8,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,6,"(30433832, 97770943)"
17002915,2017,Jan,8,Fire,TRASH - Trash Fire,B7,AFD,00-1802,3F,Code 3,4,"(30308450, 97695895)"
17002934,2017,Jan,8,Fire,GRASS - Small Grass Fire,B7,AFD,00-1403,3F,Code 3,1,"(30279475, 97723179)"
17002936,2017,Jan,8,Fire,ELEC - Electrical Fire,B3,AFD,00-1903,3F,Code 3,10,"(30342954, 97770864)"
17002949,2017,Jan,8,Fire,AUTO - Auto Fire,B4,AFD,00-3204,2F,Code 3,8,"(30250696, 97802520)"
17002996,2017,Jan,8,Fire,AUTO - Auto Fire,B7,AFD,00-4003,2F,Code 3,1,"(30377222, 97658611)"
17010462,2017,Jan,30,Fire,AUTO - Auto Fire,B8,AFD,00-2705,2F,Code 3,8,"(30208769, 97862788)"
17010477,2017,Jan,30,Fire,DUMP - Dumpster Fire,B7,AFD,00-2304,3F,Code 3,4,"(30349354, 97688727)"
17010518,2017,Jan,30,Fire,TRASH - Trash Fire,B7,AFD,00-2303,3F,Code 3,1,"(30336907, 97676020)"
17010520,2017,Jan,30,Fire,GRASS - Small Grass Fire,B4,AFD,00-1709,3F,Code 3,3,"(30207099, 97761332)"
17003100,2017,Jan,9,Fire,ELEC - Electrical Fire,B7,AFD,00-1802,3F,Code 3,1,"(30303489, 97679057)"
17010532,2017,Jan,30,Fire,GRASS - Small Grass Fire,B4,AFD,00-1703,3F,Code 3,5,"(30228334, 97785829)"
17010550,2017,Jan,30,Fire,TRASH - Trash Fire,B7,AFD,00-1802,3F,Code 3,1,"(30301458, 97685487)"
17003121,2017,Jan,9,Fire,TRASH - Trash Fire,B2,AFD,00-3103,3F,Code 3,10,"(30365381, 97784924)"
17010559,2017,Jan,30,Fire,GRASS - Small Grass Fire,B4,AFD,00-2401,3F,Code 3,2,"(30189596, 97747812)"
17010562,2017,Jan,30,Fire,AUTO - Auto Fire,B3,AFD,00-1603,2F,Code 3,4,"(30330240, 97715644)"
17010563,2017,Jan,30,Fire,AUTO - Auto Fire,B3,AFD,00-1603,2F,Code 3,4,"(30330240, 97715644)"
17003184,2017,Jan,9,Fire,AUTO - Auto Fire,B7,AFD,00-2606,2F,Code 3,1,"(30302634, 97660994)"
17003192,2017,Jan,9,Fire,GRASS - Small Grass Fire,B3,AFD,00-2803,3F,Code 3,7,"(30413218, 97690618)"
17010612,2017,Jan,30,Fire,TRASH - Trash Fire,B4,AFD,00-2402,3F,Code 1,2,"(30196852, 97740345)"
17010663,2017,Jan,30,Fire,GRASS - Small Grass Fire,B8,AFD,00-3611,3F,Code 3,2,"(30188400, 97768012)"
17003204,2017,Jan,9,Fire,TRASH - Trash Fire,B7,AFD,00-1801,3F,Code 3,1,"(30312184, 97673047)"
17003236,2017,Jan,9,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7,"(30404940, 97718829)"
17003262,2017,Jan,9,Fire,AUTO - Auto Fire,B4,AFD,00-2203,2F,Code 3,3,"(30235657, 97718699)"
17010851,2017,Jan,31,Fire,GRASS - Small Grass Fire,B7,AFD,00-1804,3F,Code 3,4,"(30332406, 97703803)"
17003358,2017,Jan,9,Fire,ELEC - Electrical Fire,B2,AFD,00-2504,3F,Code 3,10,"(30411233, 97747855)"
17010881,2017,Jan,31,Fire,DUMP - Dumpster Fire,B3,AFD,00-2805,3F,Code 3,7,"(30402520, 97721073)"
17010906,2017,Jan,31,Fire,ELEC - Electrical Fire,B2,AFD,00-2502,3F,Code 3,7,"(30403152, 97742948)"
17010908,2017,Jan,31,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9,"(30306746, 97709177)"
17003407,2017,Jan,10,Fire,ELEC - Electrical Fire,B3,AFD,00-2801,3F,Code 3,7,"(30426615, 97686348)"
17010945,2017,Jan,31,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 1,3,"(30270746, 97688512)"
17010978,2017,Jan,31,Fire,TRASH - Trash Fire,B1,AFD,00-0701,3F,Code 3,3,"(30250442, 97723575)"
17010988,2017,Jan,31,Fire,DUMP - Dumpster Fire,B7,AFD,00-1801,3F,Left Blank,1,"(30321050, 97687617)"
17010994,2017,Jan,31,Fire,ELEC - Electrical Fire,B3,AFD,00-1606,3F,Code 3,7,"(30351296, 97737895)"
17011015,2017,Jan,31,Fire,GRASS - Small Grass Fire,B7,AFD,00-4005,3F,Left Blank,7,"(30438642, 97659673)"
17003527,2017,Jan,10,Fire,DUMP - Dumpster Fire,B1,AFD,00-0401,3F,Code 3,9,"(30271654, 97758174)"
17011097,2017,Feb,1,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,610,"(30426843, 97784889)"
17003640,2017,Jan,10,Fire,DUMP - Dumpster Fire,B2,AFD,00-3802,3F,Code 3,6,"(30458059, 97797196)"
17011179,2017,Feb,1,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,3F,Code 3,2,"(30199257, 97793612)"
17011185,2017,Feb,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-3001,3F,Code 3,4,"(30389167, 97714506)"
17011240,2017,Feb,1,Fire,GRASS - Small Grass Fire,B4,AFD,00-3503,3F,Code 3,3,"(30213735, 97720416)"
17011318,2017,Feb,1,Fire,TRASH - Trash Fire,B5,AFD,00-1501,3F,Code 3,3,"(30250738, 97687959)"
17003786,2017,Jan,11,Fire,ELEC - Electrical Fire,B3,AFD,00-1903,3F,Code 3,10,"(30352639, 97757293)"
17003836,2017,Jan,11,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7,"(30399868, 97723952)"
17003844,2017,Jan,11,Fire,ELEC - Electrical Fire,B1,AFD,00-0102,3F,Code 3,9,"(30262407, 97742204)"
17011364,2017,Feb,1,Fire,TRASH - Trash Fire,B7,AFD,00-0902,3F,Code 3,9,"(30310591, 97724637)"
17011413,2017,Feb,2,Fire,TRASH - Trash Fire,B7,AFD,00-0902,3F,Code 3,9,"(30311389, 97732500)"
17003901,2017,Jan,11,Fire,GRASS - Small Grass Fire,B1,AFD,00-0101,3F,Code 3,1,"(30270329, 97732476)"
17003957,2017,Jan,11,Fire,ELEC - Electrical Fire,B4,AFD,00-0601,3F,Code 3,9,"(30237234, 97743158)"
17003961,2017,Jan,11,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 3,5,"(30198459, 97810611)"
17003964,2017,Jan,11,Fire,GRASS - Small Grass Fire,B7,AFD,00-4103,3F,Code 3,1,"(30330633, 97623373)"
17011545,2017,Feb,2,Fire,GRASS - Small Grass Fire,B7,AFD,00-4103,3F,Code 3,1,"(30339250, 97606792)"
17011611,2017,Feb,2,Fire,GRASS - Small Grass Fire,B7,AFD,00-1804,3F,Code 3,4,"(30328086, 97702290)"
17011620,2017,Feb,2,Fire,GRASS - Small Grass Fire,B2,AFD,00-4404,3F,Code 3,6,"(30443859, 97742349)"
17011624,2017,Feb,2,Fire,TRASH - Trash Fire,B8,AFD,00-3607,3F,Code 3,2,"(30191471, 97773163)"
17011699,2017,Feb,2,Fire,TRASH - Trash Fire,B4,AFD,00-3502,3F,Code 3,3,"(30225283, 97743138)"
17004195,2017,Jan,12,Fire,TRASH - Trash Fire,B4,AFD,00-1707,3F,Code 1,3,"(30229180, 97759265)"
17011806,2017,Feb,3,Fire,AUTO - Auto Fire,B7,AFD,00-4001,2F,Code 3,7,"(30405249, 97663949)"
17011807,2017,Feb,3,Fire,AUTO - Auto Fire,B7,AFD,00-4001,2F,Code 3,7,"(30407688, 97672944)"
17011818,2017,Feb,3,Fire,AUTO - Auto Fire,B7,AFD,00-4005,2F,Left Blank,7,"(30442207, 97667579)"
17004210,2017,Jan,12,Fire,TRASH - Trash Fire,B7,AFD,00-1802,3F,Code 3,1,"(30307348, 97675334)"
17011824,2017,Feb,3,Fire,GRASS - Small Grass Fire,B4,AFD,00-3503,3F,Code 3,3,"(30215055, 97710298)"
17004261,2017,Jan,12,Fire,TRASH - Trash Fire,B4,AFD,00-0601,3F,Code 1,9,"(30250665, 97741872)"
17004270,2017,Jan,12,Fire,ELEC - Electrical Fire,B3,AFD,00-2804,3F,Code 3,7,"(30406462, 97713051)"
17011880,2017,Feb,3,Fire,ELEC - Electrical Fire,B4,AFD,00-0601,3F,Code 3,9,"(30234134, 97742718)"
17004301,2017,Jan,12,Fire,GRASS - Small Grass Fire,B7,AFD,00-4003,3F,Code 3,1,"(30373432, 97661274)"
17004343,2017,Jan,12,Fire,TRASH - Trash Fire,B3,AFD,00-3003,3F,Code 3,7,"(30377244, 97676730)"
17004392,2017,Jan,13,Fire,TRASH - Trash Fire,B4,AFD,00-1705,3F,Code 3,5,"(30232818, 97777520)"
17004411,2017,Jan,13,Fire,TRASH - Trash Fire,B4,AFD,00-3503,3F,Code 3,3,"(30214019, 97711313)"
17011994,2017,Feb,3,Fire,TRASH - Trash Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30152229, 97783161)"
17011998,2017,Feb,3,Fire,TRASH - Trash Fire,B3,AFD,00-3004,3F,Code 3,1,"(30375426, 97672535)"
17012012,2017,Feb,3,Fire,ELEC - Electrical Fire,B3,AFD,00-1206,3F,Code 3,10,"(30309366, 97746649)"
17012031,2017,Feb,3,Fire,DUMP - Dumpster Fire,B1,AFD,00-0702,3F,Code 3,3,"(30255276, 97719350)"
17004549,2017,Jan,13,Fire,AUTO - Auto Fire,B7,AFD,00-2304,2F,Code 3,4,"(30332839, 97686169)"
17004598,2017,Jan,13,Fire,AUTO - Auto Fire,B4,AFD,00-2403,2F,Code 3,2,"(30182364, 97745816)"
17004627,2017,Jan,13,Fire,ELEC - Electrical Fire,B7,AFD,00-2601,3F,Code 3,1,"(30301188, 97641702)"
17012252,2017,Feb,4,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30278246, 97765684)"
17012254,2017,Feb,4,Fire,TRASH - Trash Fire,B8,AFD,00-3601,3F,Code 3,2,"(30180381, 97788498)"
17012296,2017,Feb,4,Fire,GRASS - Small Grass Fire,B4,AFD,00-3502,3F,Code 3,3,"(30223022, 97747118)"
17012297,2017,Feb,4,Fire,TRASH - Trash Fire,B4,AFD,00-1707,3F,Code 3,3,"(30227754, 97756222)"
17004681,2017,Jan,13,Fire,ELEC - Electrical Fire,B3,AFD,00-2806,3F,Code 3,7,"(30410332, 97717048)"
17004717,2017,Jan,13,Fire,BBQ - Unsafe Cooking,B8,AFD,00-2901,4F,Code 1,58,"(30198638, 97840130)"
17004718,2017,Jan,13,Fire,TRASH - Trash Fire,B4,AFD,00-1707,3F,Code 3,3,"(30224751, 97755595)"
17004728,2017,Jan,13,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,4,"(30369536, 97700328)"
17004761,2017,Jan,14,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,4,"(30380239, 97694813)"
