MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
17040397,2017,Apr,23,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,1,"(30275005, 97712098)"
17022841,2017,Mar,6,Fire,TRASH - Trash Fire,B3,AFD,00-0802,3F,Code 1,4,"(30366565, 97704335)"
17022910,2017,Mar,6,Fire,ELEC - Electrical Fire,B2,AFD,00-3901,3F,Code 3,6,"(30419489, 97845993)"
17040533,2017,Apr,24,Fire,ELEC - Electrical Fire,B8,AFD,00-4607,3F,Code 3,8,"(30158484, 97857501)"
17022933,2017,Mar,6,Fire,DUMP - Dumpster Fire,B4,AFD,00-1101,3F,Code 3,5,"(30253488, 97763079)"
17040567,2017,Apr,24,Fire,TRASH - Trash Fire,B7,AFD,00-2601,3F,Code 3,1,"(30299102, 97628803)"
17040598,2017,Apr,24,Fire,GRASS - Small Grass Fire,B7,AFD,00-1801,3F,Code 3,1,"(30317562, 97664405)"
17040613,2017,Apr,24,Fire,GRASS - Small Grass Fire,B2,AFD,00-3801,3F,Code 3,6,"(30441212, 97782732)"
17040618,2017,Apr,24,Fire,GRASS - Small Grass Fire,B2,AFD,00-3801,3F,Code 3,6,"(30443822, 97786849)"
17040668,2017,Apr,24,Fire,DUMP - Dumpster Fire,B4,AFD,00-2202,3F,Code 3,3,"(30230846, 97733366)"
17040681,2017,Apr,24,Fire,GRASS - Small Grass Fire,B4,AFD,00-2202,3F,Code 3,3,"(30230846, 97733366)"
17040703,2017,Apr,24,Fire,TRASH - Trash Fire,B3,AFD,00-0802,3F,Code 3,4,"(30358102, 97699786)"
17040708,2017,Apr,24,Fire,GRASS - Small Grass Fire,B3,AFD,00-0807,3F,Code 3,7,"(30400287, 97742467)"
17040709,2017,Apr,24,Fire,GRASS - Small Grass Fire,B3,AFD,00-0807,3F,Code 3,7,"(30400265, 97745132)"
17040717,2017,Apr,24,Fire,ELEC - Electrical Fire,B4,AFD,00-2202,3F,Code 3,3,"(30234066, 97728212)"
17023026,2017,Mar,7,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,1,"(30272909, 97737427)"
17040816,2017,Apr,25,Fire,TRASH - Trash Fire,B3,AFD,00-0805,3F,Code 3,7,"(30374414, 97736133)"
17023125,2017,Mar,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-0601,3F,Code 3,9,"(30245454, 97748750)"
17023131,2017,Mar,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9,"(30301316, 97700210)"
17023143,2017,Mar,7,Fire,TRASH - Trash Fire,B7,AFD,00-1804,3F,Code 3,4,"(30331130, 97700368)"
17023154,2017,Mar,7,Fire,ELEC - Electrical Fire,B3,AFD,00-2806,3F,Code 1,7,"(30426594, 97718595)"
17023166,2017,Mar,7,Fire,DUMP - Dumpster Fire,B3,AFD,00-1405,3F,Code 3,9,"(30298214, 97719294)"
17023185,2017,Mar,7,Fire,DUMP - Dumpster Fire,B8,AFD,00-27SV,3F,Code 3,,"(30231041, 97819314)"
17023202,2017,Mar,7,Fire,DUMP - Dumpster Fire,B1,AFD,00-0203,3F,Code 3,1,"(30281522, 97710720)"
17023203,2017,Mar,7,Fire,TRASH - Trash Fire,B4,AFD,00-0601,3F,Code 3,9,"(30246433, 97745526)"
17041057,2017,Apr,25,Fire,GRASS - Small Grass Fire,B7,AFD,00-2301,3F,Code 3,1,"(30376949, 97675583)"
17023294,2017,Mar,8,Fire,DUMP - Dumpster Fire,B4,AFD,00-2403,3F,Code 3,2,"(30189208, 97767899)"
17023307,2017,Mar,8,Fire,DUMP - Dumpster Fire,B8,AFD,00-3611,3F,Code 3,2,"(30188756, 97771211)"
17041067,2017,Apr,25,Fire,GRASS - Small Grass Fire,B7,AFD,00-2304,3F,Code 3,4,"(30342965, 97697287)"
17041070,2017,Apr,25,Fire,AUTO - Auto Fire,B4,AFD,00-1710,2F,Code 3,2,"(30196389, 97765911)"
17041094,2017,Apr,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-0806,3F,Code 3,7,"(30377506, 97728219)"
17041101,2017,Apr,25,Fire,AUTO - Auto Fire,B7,AFD,00-2606,2F,Code 3,1,"(30300141, 97661412)"
17023349,2017,Mar,8,Fire,AUTO - Auto Fire,B4,AFD,00-3504,2F,Code 3,2,"(30193854, 97696147)"
17041121,2017,Apr,25,Fire,DUMP - Dumpster Fire,B7,AFD,00-2304,3F,Code 3,4,"(30337766, 97692314)"
17041153,2017,Apr,26,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2803,4F,Code 1,7,"(30408606, 97698384)"
17041154,2017,Apr,26,Fire,AUTO - Auto Fire,B4,AFD,00-1710,2F,Code 3,2,"(30191844, 97769943)"
17023412,2017,Mar,8,Fire,TRASH - Trash Fire,B3,AFD,00-1003,3F,Code 3,10,"(30277993, 97771184)"
17041201,2017,Apr,26,Fire,AUTO - Auto Fire,B4,AFD,00-3204,2F,Code 3,8,"(30243006, 97810215)"
17041204,2017,Apr,26,Fire,AUTO - Auto Fire,B8,AFD,00-2704,2F,Code 3,8,"(30231711, 97826692)"
17041318,2017,Apr,26,Fire,AUTO - Auto Fire,B3,AFD,00-3001,2F,Code 3,4,"(30367310, 97694615)"
17041336,2017,Apr,26,Fire,GRASS - Small Grass Fire,B4,AFD,00-3204,3F,Code 3,8,"(30248419, 97807110)"
17041379,2017,Apr,26,Fire,GRASS - Small Grass Fire,B3,AFD,00-1404,3F,Code 3,9,"(30297477, 97716103)"
17041392,2017,Apr,26,Fire,AUTO - Auto Fire,B2,AFD,00-3802,2F,Code 3,6,"(30452162, 97796382)"
17041400,2017,Apr,26,Fire,GRASS - Small Grass Fire,B1,AFD,00-0102,3F,Code 3,9,"(30268611, 97741142)"
17041411,2017,Apr,26,Fire,AUTO - Auto Fire,B4,AFD,00-0601,2F,Other,9,"(30247888, 97735412)"
17041413,2017,Apr,26,Fire,TRASH - Trash Fire,B4,AFD,00-0603,3F,Code 3,9,"(30247024, 97750625)"
17041422,2017,Apr,26,Fire,AUTO - Auto Fire,B4,AFD,00-2201,2F,Code 3,3,"(30225885, 97720246)"
17041434,2017,Apr,26,Fire,GRASS - Small Grass Fire,B4,AFD,00-2202,3F,Code 3,3,"(30238997, 97726210)"
17041453,2017,Apr,26,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9,"(30305956, 97707488)"
17041455,2017,Apr,26,Fire,BBQ - Unsafe Cooking,B7,AFD,00-2301,4F,Code 1,4,"(30356753, 97678597)"
17041466,2017,Apr,26,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9,"(30267068, 97739335)"
17041467,2017,Apr,26,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Left Blank,9,"(30267030, 97739192)"
17041478,2017,Apr,26,Fire,TRASH - Trash Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30145137, 97790321)"
17041537,2017,Apr,26,Fire,GRASS - Small Grass Fire,B7,AFD,00-2304,3F,Code 3,4,"(30336825, 97694803)"
17023681,2017,Mar,9,Fire,ELEC - Electrical Fire,B5,AFD,00-4205,3F,Code 3,2,"(30202624, 97666966)"
17023724,2017,Mar,9,Fire,ELEC - Electrical Fire,B5,AFD,00-4205,3F,Code 3,2,"(30202411, 97666936)"
17023782,2017,Mar,9,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,2,"(30213102, 97658501)"
17023819,2017,Mar,9,Fire,AUTO - Auto Fire,B4,AFD,00-3504,2F,Code 3,2,"(30198329, 97684845)"
17023840,2017,Mar,9,Fire,ELEC - Electrical Fire,B8,AFD,00-2706,3F,Code 3,8,"(30204818, 97882298)"
17041667,2017,Apr,27,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,2,"(30212907, 97658758)"
17041760,2017,Apr,27,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 3,7,"(30438724, 97699375)"
17041789,2017,Apr,27,Fire,AUTO - Auto Fire,B2,AFD,00-3901,2F,Code 3,6,"(30404161, 97847329)"
17041862,2017,Apr,27,Fire,GRASS - Small Grass Fire,B7,AFD,00-4105,3F,Code 3,1,"(30367673, 97609593)"
17024056,2017,Mar,10,Fire,TRASH - Trash Fire,B4,AFD,00-2206,3F,Code 3,3,"(30222576, 97698042)"
17041930,2017,Apr,28,Fire,GRASS - Small Grass Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30146457, 97793346)"
17024099,2017,Mar,10,Fire,AUTO - Auto Fire,B3,AFD,00-3003,2F,Code 3,1,"(30384346, 97673515)"
17024131,2017,Mar,10,Fire,AUTO - Auto Fire,B1,AFD,00-0302,2F,Code 3,10,"(30304675, 97758115)"
17024177,2017,Mar,10,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,2,"(30220208, 97672591)"
17024179,2017,Mar,10,Fire,AUTO - Auto Fire,B5,AFD,00-4201,2F,Code 3,2,"(30221008, 97674158)"
17024197,2017,Mar,10,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3002,4F,Code 1,7,"(30401598, 97705512)"
17024219,2017,Mar,10,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,9,"(30271539, 97753964)"
17041990,2017,Apr,28,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,710,"(30394638, 97746275)"
17024235,2017,Mar,10,Fire,ELEC - Electrical Fire,B7,AFD,00-1801,3F,Code 3,1,"(30309301, 97681117)"
17042150,2017,Apr,28,Fire,ELEC - Electrical Fire,B3,AFD,00-2806,3F,Code 3,7,"(30442209, 97697378)"
17042158,2017,Apr,28,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 3,1,"(30278372, 97671971)"
17042200,2017,Apr,28,Fire,GRASS - Small Grass Fire,B3,AFD,00-0807,3F,Code 3,7,"(30393224, 97732709)"
17042201,2017,Apr,28,Fire,TRASH - Trash Fire,B3,AFD,00-0805,3F,Code 3,7,"(30362578, 97741799)"
17042213,2017,Apr,28,Fire,ELEC - Electrical Fire,B5,AFD,00-4204,3F,Code 3,2,"(30202624, 97666966)"
17042312,2017,Apr,29,Fire,DUMP - Dumpster Fire,B2,AFD,00-4501,3F,Code 3,6,"(30482843, 97763704)"
17024507,2017,Mar,11,Fire,ELEC - Electrical Fire,B3,AFD,00-2103,3F,Code 3,10,"(30376878, 97754838)"
17042416,2017,Apr,29,Fire,GRASS - Small Grass Fire,B8,AFD,00-3611,3F,Code 3,2,"(30178212, 97778230)"
17042420,2017,Apr,29,Fire,GRASS - Small Grass Fire,B8,AFD,00-3611,3F,Code 3,2,"(30181364, 97776186)"
17024560,2017,Mar,11,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30378154, 97707364)"
17042482,2017,Apr,29,Fire,AUTO - Auto Fire,B2,AFD,00-3908,2F,Code 3,10,"(30391242, 97842467)"
17024671,2017,Mar,12,Fire,TRASH - Trash Fire,B8,AFD,00-3611,3F,Code 3,2,"(30169967, 97783747)"
17024721,2017,Mar,12,Fire,DUMP - Dumpster Fire,B3,AFD,00-0803,3F,Code 3,4,"(30355711, 97714780)"
17042529,2017,Apr,29,Fire,ELEC - Electrical Fire,B3,AFD,00-1603,3F,Code 1,4,"(30333352, 97712709)"
17042568,2017,Apr,29,Fire,GRASS - Small Grass Fire,B3,AFD,00-2801,3F,Code 3,7,"(30427939, 97701467)"
17042578,2017,Apr,29,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,9,"(30295576, 97747084)"
17042609,2017,Apr,30,Fire,TRASH - Trash Fire,B4,AFD,00-3502,3F,Code 3,3,"(30226272, 97728512)"
17042725,2017,Apr,30,Fire,AUTO - Auto Fire,B3,AFD,00-1602,2F,Code 3,4,"(30338047, 97700379)"
17042781,2017,Apr,30,Fire,TRASH - Trash Fire,B8,AFD,00-3606,3F,Code 3,2,"(30191171, 97784794)"
17042786,2017,Apr,30,Fire,GRASS - Small Grass Fire,B8,AFD,00-4301,3F,Code 3,8,"(30196733, 97869020)"
17024851,2017,Mar,12,Fire,AUTO - Auto Fire,B4,AFD,00-2202,2F,Code 3,3,"(30229774, 97726495)"
17024852,2017,Mar,12,Fire,AUTO - Auto Fire,B4,AFD,00-2202,2F,Code 3,3,"(30229774, 97726495)"
17024870,2017,Mar,12,Fire,ELEC - Electrical Fire,B2,AFD,00-3802,3F,Code 3,6,"(30451690, 97820500)"
17024915,2017,Mar,12,Fire,ELEC - Electrical Fire,B2,AFD,00-3902,3F,Code 3,10,"(30394202, 97833970)"
17024934,2017,Mar,12,Fire,BBQ - Unsafe Cooking,B7,AFD,00-2601,4F,Code 1,1,"(30294255, 97626021)"
17024953,2017,Mar,12,Fire,ELEC - Electrical Fire,B8,AFD,00-2904,3F,Code 3,5,"(30175598, 97850439)"
17024977,2017,Mar,12,Fire,ELEC - Electrical Fire,B3,AFD,00-1603,3F,Code 3,4,"(30336582, 97715272)"
17042889,2017,Apr,30,Fire,TRASH - Trash Fire,B8,AFD,00-3611,3F,Code 3,2,"(30189306, 97770806)"
17042893,2017,Apr,30,Fire,AUTO - Auto Fire,B7,AFD,00-2301,2F,Code 3,4,"(30359599, 97685152)"
17025014,2017,Mar,13,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30270729, 97751903)"
17025031,2017,Mar,13,Fire,TRASH - Trash Fire,B4,AFD,00-2202,3F,Code 3,9,"(30239170, 97733201)"
17025039,2017,Mar,13,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,3,"(30252027, 97736202)"
17042953,2017,May,1,Fire,AUTO - Auto Fire,B7,AFD,00-2305,2F,Code 3,4,"(30353523, 97698714)"
17042996,2017,May,1,Fire,TRASH - Trash Fire,B8,AFD,00-2906,3F,Code 3,8,"(30180204, 97854083)"
17043042,2017,May,1,Fire,AUTO - Auto Fire,B8,AFD,00-2701,2F,Code 3,8,"(30228497, 97862275)"
17025203,2017,Mar,13,Fire,TRASH - Trash Fire,B3,AFD,00-1003,3F,Code 3,10,"(30289386, 97770057)"
17043105,2017,May,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-1202,3F,Code 3,7,"(30322776, 97740529)"
17043157,2017,May,1,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9,"(30305956, 97707488)"
17043169,2017,May,1,Fire,DUMP - Dumpster Fire,B4,AFD,00-2202,3F,Code 3,3,"(30234396, 97730893)"
17025276,2017,Mar,13,Fire,TRASH - Trash Fire,B4,AFD,00-1712,3F,Code 3,5,"(30227894, 97800703)"
17043199,2017,May,1,Fire,AUTO - Auto Fire,B8,AFD,00-3701,2F,Left Blank,,"(30260387, 97904140)"
17025314,2017,Mar,13,Fire,TRASH - Trash Fire,B8,AFD,00-3701,3F,Code 3,8,"(30241573, 97877820)"
17025317,2017,Mar,13,Fire,AUTO - Auto Fire,B4,AFD,00-2202,2F,Code 3,3,"(30243224, 97729096)"
17043220,2017,May,1,Fire,AUTO - Auto Fire,B2,AFD,00-3403,2F,Code 3,6,"(30471980, 97802056)"
17043219,2017,May,1,Fire,ELEC - Electrical Fire,B8,AFD,00-2902,3F,Code 3,5,"(30192612, 97835903)"
17025346,2017,Mar,14,Fire,AUTO - Auto Fire,B3,AFD,00-1401,2F,Code 3,9,"(30307551, 97711182)"
17025372,2017,Mar,14,Fire,TRASH - Trash Fire,B7,AFD,00-2606,3F,Code 3,1,"(30280681, 97642920)"
17025381,2017,Mar,14,Fire,AUTO - Auto Fire,B4,AFD,00-2404,2F,Code 3,2,"(30157934, 97752412)"
17025428,2017,Mar,14,Fire,AUTO - Auto Fire,B2,AFD,00-3906,2F,Left Blank,6,"(30403691, 97854068)"
17025511,2017,Mar,14,Fire,GRASS - Small Grass Fire,B8,AFD,00-2903,3F,Code 3,5,"(30186420, 97843567)"
17025537,2017,Mar,14,Fire,ELEC - Electrical Fire,B5,AFD,00-4209,3F,Left Blank,2,"(30167819, 97618202)"
17025539,2017,Mar,14,Fire,AUTO - Auto Fire,B4,AFD,00-3205,2F,Code 3,8,"(30254258, 97809496)"
17025606,2017,Mar,14,Fire,DUMP - Dumpster Fire,B2,AFD,00-3102,3F,Code 3,10,"(30378445, 97778799)"
17025607,2017,Mar,14,Fire,GRASS - Small Grass Fire,B4,AFD,00-2204,3F,Code 3,3,"(30226304, 97706275)"
17025638,2017,Mar,14,Fire,TRASH - Trash Fire,B1,AFD,00-0702,3F,Code 3,3,"(30261142, 97711614)"
17025663,2017,Mar,14,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 1,9,"(30267392, 97740364)"
17043399,2017,May,2,Fire,ELEC - Electrical Fire,B5,AFD,00-0502,3F,Code 3,13,"(30273556, 97697907)"
17043427,2017,May,2,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7,"(30399995, 97725137)"
17043500,2017,May,2,Fire,AUTO - Auto Fire,B3,AFD,00-1206,2F,Code 3,10,"(30315984, 97744681)"
17043525,2017,May,2,Fire,GRASS - Small Grass Fire,B7,AFD,00-1802,3F,Code 3,1,"(30300266, 97685807)"
17043565,2017,May,2,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,610,"(30422528, 97793613)"
17043659,2017,May,2,Fire,TRASH - Trash Fire,B3,AFD,00-1407,3F,Code 3,4,"(30313258, 97713405)"
17043713,2017,May,3,Fire,AUTO - Auto Fire,B3,AFD,00-2801,2F,Left Blank,7,"(30423492, 97672397)"
17043735,2017,May,3,Fire,GRASS - Small Grass Fire,B8,AFD,00-2903,3F,Code 1,5,"(30180904, 97844270)"
17043788,2017,May,3,Fire,GRASS - Small Grass Fire,B2,AFD,00-3403,3F,Code 3,6,"(30477774, 97805747)"
17043813,2017,May,3,Fire,ELEC - Electrical Fire,B4,AFD,00-2402,3F,Code 3,2,"(30199725, 97734776)"
17043816,2017,May,3,Fire,GRASS - Small Grass Fire,B8,AFD,00-3602,3F,Left Blank,5,"(30137873, 97796756)"
17043837,2017,May,3,Fire,GRASS - Small Grass Fire,B7,AFD,00-2303,3F,Code 3,1,"(30329005, 97673986)"
17043909,2017,May,3,Fire,ELEC - Electrical Fire,B4,AFD,00-2203,3F,Code 3,3,"(30236397, 97717957)"
17044061,2017,May,4,Fire,ELEC - Electrical Fire,B8,AFD,00-3605,3F,Code 1,5,"(30182893, 97814082)"
17044219,2017,May,4,Fire,TRASH - Trash Fire,B3,AFD,00-0807,3F,Code 3,7,"(30393224, 97732709)"
17044225,2017,May,4,Fire,GRASS - Small Grass Fire,B3,AFD,00-0806,3F,Code 3,7,"(30377071, 97725527)"
17044244,2017,May,4,Fire,GRASS - Small Grass Fire,B8,AFD,00-3604,3F,Code 3,5,"(30165256, 97787746)"
17044266,2017,May,4,Fire,TRASH - Trash Fire,B8,AFD,00-3604,3F,Code 3,5,"(30165256, 97787746)"
17044275,2017,May,4,Fire,GRASS - Small Grass Fire,B7,AFD,00-0902,3F,Code 3,9,"(30305861, 97720691)"
17044325,2017,May,4,Fire,AUTO - Auto Fire,B8,AFD,00-2704,2F,Code 3,8,"(30219436, 97836186)"
17044352,2017,May,4,Fire,GRASS - Small Grass Fire,B5,AFD,00-1501,3F,Left Blank,3,"(30251527, 97682620)"
17044373,2017,May,4,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1104,4F,Code 1,5,"(30264139, 97764012)"
17044388,2017,May,4,Fire,ELEC - Electrical Fire,B8,AFD,00-3701,3F,Code 3,8,"(30234695, 97875780)"
17044411,2017,May,4,Fire,TRASH - Trash Fire,B8,AFD,00-2904,3F,Code 1,5,"(30174080, 97838147)"
17044433,2017,May,5,Fire,TRASH - Trash Fire,B3,AFD,00-0807,3F,Code 3,7,"(30393224, 97732709)"
17044476,2017,May,5,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,4,"(30359525, 97714697)"
17044490,2017,May,5,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,2,"(30136255, 97643382)"
17044495,2017,May,5,Fire,AUTO - Auto Fire,B8,AFD,00-3601,2F,Code 3,2,"(30170319, 97784344)"
17044521,2017,May,5,Fire,DUMP - Dumpster Fire,B3,AFD,00-2806,3F,Code 3,7,"(30418448, 97720314)"
17044563,2017,May,5,Fire,GRASS - Small Grass Fire,B7,AFD,00-4004,3F,Code 3,1,"(30379306, 97654210)"
17044571,2017,May,5,Fire,AUTO - Auto Fire,B1,AFD,00-0701,2F,Code 3,13,"(30262577, 97722112)"
17044653,2017,May,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-0801,3F,Code 3,4,"(30370564, 97716499)"
17044671,2017,May,5,Fire,AUTO - Auto Fire,B7,AFD,00-2608,2F,Code 3,1,"(30302634, 97660994)"
17044711,2017,May,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-1001,3F,Code 3,10,"(30297064, 97783499)"
17044775,2017,May,5,Fire,GRASS - Small Grass Fire,B1,AFD,00-0101,3F,Code 3,9,"(30258003, 97739639)"
17044778,2017,May,5,Fire,AUTO - Auto Fire,B7,AFD,00-4001,2F,Code 3,7,"(30403232, 97672444)"
17025772,2017,Mar,15,Fire,ELEC - Electrical Fire,B4,AFD,00-1706,3F,Code 3,3,"(30235973, 97759308)"
17025796,2017,Mar,15,Fire,TRASH - Trash Fire,B4,AFD,00-1702,3F,Code 3,3,"(30216701, 97774159)"
17044946,2017,May,6,Fire,AUTO - Auto Fire,B1,AFD,00-0301,2F,Code 3,9,"(30297743, 97747772)"
17044979,2017,May,6,Fire,GRASS - Small Grass Fire,B4,AFD,00-2402,3F,Code 3,2,"(30206075, 97757370)"
17045025,2017,May,6,Fire,AUTO - Auto Fire,B4,AFD,00-3501,2F,Code 3,2,"(30205573, 97716601)"
17045116,2017,May,6,Fire,AUTO - Auto Fire,B4,AFD,00-3504,2F,Code 3,2,"(30183242, 97688335)"
17045124,2017,May,6,Fire,AUTO - Auto Fire,B4,AFD,00-1701,2F,Code 3,3,"(30225812, 97768352)"
17045128,2017,May,6,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3901,4F,Code 1,6,"(30419489, 97845993)"
17045135,2017,May,6,Fire,ELEC - Electrical Fire,B7,AFD,00-1801,3F,Code 3,1,"(30322742, 97680633)"
17045145,2017,May,6,Fire,GRASS - Small Grass Fire,B5,AFD,00-0501,3F,Code 3,1,"(30281006, 97684439)"
17045162,2017,May,6,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9,"(30270852, 97741756)"
17025870,2017,Mar,15,Fire,GRASS - Small Grass Fire,B7,AFD,00-1802,3F,Code 3,1,"(30302094, 97684592)"
17045195,2017,May,6,Fire,AUTO - Auto Fire,B7,AFD,00-4103,2F,Code 3,1,"(30329468, 97644000)"
17025903,2017,Mar,15,Fire,AUTO - Auto Fire,B4,AFD,00-2206,2F,Code 3,3,"(30222216, 97705176)"
17025953,2017,Mar,15,Fire,GRASS - Small Grass Fire,B5,AFD,00-4201,3F,Code 3,2,"(30221753, 97675224)"
17025968,2017,Mar,15,Fire,ELEC - Electrical Fire,B5,AFD,00-4201,3F,Code 3,2,"(30222641, 97669908)"
17045296,2017,May,7,Fire,AUTO - Auto Fire,B4,AFD,00-1709,2F,Code 3,3,"(30214347, 97766914)"
17025980,2017,Mar,15,Fire,BBQ - Unsafe Cooking,B2,AFD,00-2504,4F,Code 1,10,"(30411233, 97747855)"
17045319,2017,May,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-2403,3F,Code 3,2,"(30178080, 97755336)"
17045321,2017,May,7,Fire,TRASH - Trash Fire,B4,AFD,00-2004,3F,Code 1,5,"(30214317, 97805347)"
17045407,2017,May,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-1001,3F,Code 3,9,"(30285646, 97763301)"
17045411,2017,May,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-1712,3F,Code 3,5,"(30229093, 97799556)"
17045412,2017,May,7,Fire,GRASS - Small Grass Fire,B7,AFD,00-2608,3F,Code 3,,"(30311914, 97637384)"
17045433,2017,May,7,Fire,TRASH - Trash Fire,B2,AFD,00-3802,3F,Code 3,6,"(30455433, 97801187)"
17045435,2017,May,7,Fire,GRASS - Small Grass Fire,B8,AFD,00-2903,3F,Code 3,5,"(30180904, 97844270)"
17045450,2017,May,7,Fire,AUTO - Auto Fire,B4,AFD,00-0601,2F,Code 3,9,"(30244959, 97735037)"
17045466,2017,May,7,Fire,GRASS - Small Grass Fire,B7,AFD,00-1803,3F,Code 3,1,"(30318808, 97702860)"
17045495,2017,May,7,Fire,GRASS - Small Grass Fire,B7,AFD,00-4001,3F,Code 3,7,"(30416780, 97669255)"
17045544,2017,May,7,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,,"(30228340, 97664463)"
17045553,2017,May,7,Fire,GRASS - Small Grass Fire,B3,AFD,00-1407,3F,Code 3,4,"(30317128, 97707884)"
17026234,2017,Mar,16,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1705,4F,Code 1,5,"(30245024, 97799625)"
17045568,2017,May,8,Fire,DUMP - Dumpster Fire,B5,AFD,00-0503,3F,Code 3,1,"(30285862, 97682628)"
17045576,2017,May,8,Fire,TRASH - Trash Fire,B4,AFD,00-1712,3F,Code 3,5,"(30235721, 97807624)"
17026270,2017,Mar,16,Fire,TRASH - Trash Fire,B4,AFD,00-2401,3F,Code 3,2,"(30189455, 97754018)"
17045730,2017,May,8,Fire,ELEC - Electrical Fire,B2,AFD,00-3104,3F,Code 3,10,"(30341574, 97782425)"
17026310,2017,Mar,16,Fire,DUMP - Dumpster Fire,B1,AFD,00-0701,3F,Code 3,3,"(30259774, 97726156)"
17045766,2017,May,8,Fire,TRASH - Trash Fire,B8,AFD,00-2705,3F,Code 3,8,"(30223727, 97865781)"
17045770,2017,May,8,Fire,GRASS - Small Grass Fire,B3,AFD,00-2805,3F,Code 3,7,"(30405965, 97719649)"
17026368,2017,Mar,17,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9,"(30263659, 97747705)"
17045790,2017,May,8,Fire,TRASH - Trash Fire,B2,AFD,00-3404,3F,Code 3,6,"(30480162, 97800482)"
17045799,2017,May,8,Fire,TRASH - Trash Fire,B3,AFD,00-1401,3F,Code 3,9,"(30306746, 97709177)"
17045806,2017,May,8,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30381690, 97692090)"
17045822,2017,May,8,Fire,BBQ - Unsafe Cooking,B2,AFD,00-4504,4F,Code 1,6,"(30499946, 97788431)"
17026496,2017,Mar,17,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,1,"(30277518, 97715563)"
17045884,2017,May,9,Fire,GRASS - Small Grass Fire,B7,AFD,00-1804,3F,Code 3,14,"(30326066, 97692308)"
17045916,2017,May,9,Fire,TRASH - Trash Fire,B4,AFD,00-1102,3F,Code 3,5,"(30246374, 97774344)"
17026512,2017,Mar,17,Fire,TRASH - Trash Fire,B8,AFD,00-2705,3F,Code 3,8,"(30200995, 97866869)"
17026547,2017,Mar,17,Fire,TRASH - Trash Fire,B2,AFD,00-3404,3F,Code 3,6,"(30480152, 97795377)"
17026623,2017,Mar,17,Fire,GRASS - Small Grass Fire,B4,AFD,00-1101,3F,Code 3,5,"(30251068, 97771836)"
17046077,2017,May,9,Fire,ELEC - Electrical Fire,B4,AFD,00-2005,3F,Code 3,2,"(30199033, 97782509)"
17046081,2017,May,9,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2403,4F,Code 3,2,"(30188225, 97764379)"
